"Applicant","Edu_Parent1","Edu_Parent2","Sex","White","Asian","HSGPA","SAT_ACT","College","Admitted","Enrolled","College_GPA","Admit_Tree_Pred","Admit_Tree_Prob"
15239,6,3,"M",0,1,3.96,1220,"Math & Science","1",0,NA,"0",0.245187436676798
15240,1,1,"F",0,0,3.12,1020,"Arts & Letters","0",0,NA,"0",0.05676072418855
15241,7,5,"M",0,1,2.88,1230,"Business & Economics","1",0,NA,"0",0.05676072418855
15242,4,4,"F",0,0,4,1360,"Arts & Letters","1",0,NA,"1",0.896933560477002
15243,6,7,"M",0,0,3.13,1050,"Math & Science","0",0,NA,"0",0.05676072418855
15244,7,3,"M",0,1,3.46,1420,"Math & Science","0",0,NA,"0",0.156017830609212
15245,7,6,"M",0,1,3.11,1250,"Math & Science","0",0,NA,"0",0.05676072418855
15246,3,6,"M",1,0,3.45,1050,"Business & Economics","0",0,NA,"0",0.05676072418855
15247,6,6,"M",0,0,2.54,730,"Arts & Letters","0",0,NA,"0",0.05676072418855
15248,4,4,"F",0,0,3.61,1100,"Arts & Letters","0",0,NA,"0",0.05676072418855
15249,5,3,"M",0,1,4.23,1350,"Math & Science","1",0,NA,"1",0.896933560477002
15250,1,1,"M",0,1,3.35,1100,"Math & Science","0",0,NA,"0",0.05676072418855
15251,6,3,"M",0,0,3.21,980,"Business & Economics","0",0,NA,"0",0.05676072418855
15252,3,3,"F",0,1,3.15,1010,"Arts & Letters","0",0,NA,"0",0.05676072418855
15253,2,4,"M",0,1,3.65,1320,"Business & Economics","1",0,NA,"1",0.916666666666667
15254,6,6,"F",0,1,3.75,1250,"Arts & Letters","0",0,NA,"0",0.05676072418855
15255,4,3,"M",0,0,3.81,1130,"Math & Science","0",0,NA,"0",0.245187436676798
15256,5,6,"M",0,1,3.82,1330,"Business & Economics","1",1,3.237,"1",0.903225806451613
15257,7,5,"F",1,0,4,1540,"Arts & Letters","1",0,NA,"1",0.896933560477002
15258,7,7,"F",1,0,3.07,1150,"Math & Science","1",1,3.161,"1",0.84
15259,6,7,"F",0,1,4.25,1230,"Math & Science","1",1,3.305,"1",0.854901960784314
15260,6,7,"F",1,0,4,1120,"Math & Science","1",1,2.97,"1",0.854901960784314
15261,6,6,"F",1,0,3.15,1100,"Arts & Letters","0",0,NA,"0",0.05676072418855
15262,6,4,"F",1,0,3.82,1120,"Arts & Letters","1",0,NA,"0",0.245187436676798
15263,6,6,"M",1,0,3.77,1110,"Arts & Letters","0",0,NA,"0",0.05676072418855
15264,4,3,"F",0,0,2.45,880,"Math & Science","0",0,NA,"0",0.05676072418855
15265,6,5,"F",0,0,3.08,1000,"Arts & Letters","0",0,NA,"0",0.05676072418855
15266,3,2,"F",0,0,3.5,1080,"Arts & Letters","0",0,NA,"0",0.05676072418855
15267,6,4,"M",0,0,3.27,1090,"Business & Economics","0",0,NA,"0",0.05676072418855
15268,6,6,"F",1,0,3.38,1030,"Math & Science","0",0,NA,"0",0.05676072418855
15269,6,6,"F",1,0,4.28,1510,"Arts & Letters","1",0,NA,"1",0.896933560477002
15270,2,6,"F",0,1,3.52,1190,"Business & Economics","0",0,NA,"0",0.05676072418855
15271,4,3,"M",1,0,4.26,1300,"Business & Economics","1",1,3.912,"1",0.73936170212766
15272,6,7,"F",0,1,3.27,1200,"Arts & Letters","0",0,NA,"0",0.05676072418855
15273,7,7,"M",1,0,3.32,1490,"Business & Economics","1",0,NA,"0",0.156017830609212
15274,2,6,"M",1,0,3.8,1070,"Math & Science","0",0,NA,"0",0.393939393939394
15275,7,7,"M",1,0,4.14,1480,"Math & Science","1",0,NA,"1",0.896933560477002
15276,6,6,"M",0,0,3.1,1110,"Math & Science","0",0,NA,"0",0.05676072418855
15277,6,7,"M",1,0,3.27,1080,"Arts & Letters","0",0,NA,"0",0.05676072418855
15278,3,2,"M",0,1,3.7,1290,"Arts & Letters","1",0,NA,"1",0.769230769230769
15279,2,3,"F",1,0,3.59,1050,"Arts & Letters","0",0,NA,"0",0.05676072418855
15280,7,6,"M",0,0,3.08,1050,"Business & Economics","0",0,NA,"0",0.05676072418855
15281,5,3,"M",0,0,2.86,1110,"Business & Economics","0",0,NA,"0",0.05676072418855
15282,3,3,"F",1,0,3.62,1170,"Math & Science","0",0,NA,"0",0.05676072418855
15283,7,7,"F",1,0,3.14,1070,"Math & Science","0",0,NA,"0",0.05676072418855
15284,3,5,"M",0,1,3.27,1150,"Math & Science","0",0,NA,"0",0.05676072418855
15285,7,6,"F",1,0,3.52,990,"Arts & Letters","0",0,NA,"0",0.05676072418855
15286,5,7,"M",1,0,2.85,1060,"Business & Economics","0",0,NA,"0",0.05676072418855
15287,7,6,"F",0,1,3.61,1560,"Arts & Letters","1",0,NA,"1",0.764705882352941
15288,7,5,"F",1,0,2.94,1220,"Business & Economics","0",0,NA,"0",0.05676072418855
15289,6,6,"F",1,0,3.27,1030,"Math & Science","0",0,NA,"0",0.05676072418855
15290,7,4,"M",0,0,3.5,1190,"Business & Economics","1",1,2.466,"1",0.855172413793103
15291,3,1,"F",0,0,3.64,1000,"Business & Economics","0",0,NA,"0",0.05676072418855
15292,3,4,"F",0,0,2.3,1080,"Arts & Letters","0",0,NA,"0",0.05676072418855
15293,1,1,"F",0,0,4.36,1060,"Business & Economics","1",0,NA,"1",0.793939393939394
15294,2,6,"M",0,0,3.73,990,"Arts & Letters","1",1,1.338,"1",0.855172413793103
15295,1,1,"F",0,0,3.73,940,"Arts & Letters","0",0,NA,"0",0.05676072418855
15296,6,5,"M",1,0,2.7,1100,"Arts & Letters","0",0,NA,"0",0.05676072418855
15297,4,3,"F",1,0,3.77,1180,"Math & Science","0",0,NA,"0",0.05676072418855
15298,3,1,"F",0,0,4.11,1060,"Math & Science","1",0,NA,"0",0.308370044052863
15299,6,3,"M",0,1,3.67,1030,"Math & Science","0",0,NA,"0",0.05676072418855
15300,3,5,"M",0,1,3.86,1290,"Business & Economics","1",0,NA,"0",0.378048780487805
15301,5,5,"M",0,1,3.54,1100,"Business & Economics","0",0,NA,"0",0.05676072418855
15302,1,1,"M",0,0,3.3,940,"Arts & Letters","0",0,NA,"0",0.05676072418855
15303,2,7,"M",0,0,3.05,1180,"Business & Economics","0",0,NA,"0",0.05676072418855
15304,3,3,"F",1,0,3.59,1200,"Arts & Letters","0",0,NA,"0",0.05676072418855
15305,7,4,"F",1,0,3.3,1270,"Arts & Letters","1",0,NA,"0",0.156017830609212
15306,7,7,"M",1,0,3.74,1270,"Business & Economics","1",1,2.72,"1",0.855172413793103
15307,7,4,"F",1,0,4.12,1310,"Math & Science","1",0,NA,"1",0.73936170212766
15308,7,7,"F",1,0,3.1,1110,"Arts & Letters","0",0,NA,"0",0.05676072418855
15309,3,3,"F",0,0,2.83,690,"Arts & Letters","0",0,NA,"0",0.05676072418855
15310,6,6,"F",1,0,3.81,1260,"Arts & Letters","1",0,NA,"0",0.378048780487805
15311,6,6,"F",1,0,4.05,1210,"Math & Science","0",1,3.757,"1",0.854901960784314
15312,7,7,"M",1,0,3.76,1380,"Arts & Letters","1",0,NA,"0",0.336
15313,6,6,"F",1,0,3.1,890,"Math & Science","0",0,NA,"0",0.05676072418855
15314,7,3,"M",0,1,3.35,1310,"Business & Economics","0",0,NA,"0",0.156017830609212
15315,3,3,"F",0,0,3.59,990,"Arts & Letters","0",0,NA,"0",0.05676072418855
15316,6,6,"M",1,0,3.22,1200,"Business & Economics","1",0,NA,"0",0.05676072418855
15317,6,6,"M",0,1,3.5,1140,"Math & Science","0",0,NA,"0",0.05676072418855
15318,6,3,"F",1,0,3.13,1130,"Business & Economics","0",0,NA,"0",0.05676072418855
15319,4,4,"M",0,0,3.18,750,"Math & Science","0",0,NA,"0",0.05676072418855
15320,6,6,"F",1,0,3.73,1030,"Math & Science","0",0,NA,"0",0.05676072418855
15321,7,7,"F",0,0,3.58,1340,"Arts & Letters","1",0,NA,"0",0.26978417266187
15322,3,7,"M",0,0,2.88,1200,"Math & Science","0",0,NA,"0",0.05676072418855
15323,7,7,"M",1,0,2.94,1200,"Arts & Letters","0",0,NA,"0",0.05676072418855
15324,4,5,"M",1,0,2.75,810,"Business & Economics","0",0,NA,"0",0.05676072418855
15325,3,7,"F",1,0,3.25,1200,"Arts & Letters","0",0,NA,"0",0.05676072418855
15326,3,5,"M",1,0,4.4,1250,"Business & Economics","1",0,NA,"1",0.717948717948718
15327,7,7,"M",0,1,2.58,1130,"Arts & Letters","0",0,NA,"0",0.05676072418855
15328,3,1,"F",0,0,3.9,1110,"Arts & Letters","0",0,NA,"0",0.245187436676798
15329,7,6,"F",0,1,3.54,1120,"Math & Science","0",0,NA,"0",0.05676072418855
15330,7,7,"F",0,0,3.96,990,"Arts & Letters","1",1,2.814,"1",0.854901960784314
15331,7,7,"M",1,0,3.58,1390,"Math & Science","1",0,NA,"0",0.26978417266187
15332,4,5,"F",1,0,3.27,1040,"Arts & Letters","0",0,NA,"0",0.05676072418855
15333,4,4,"M",0,0,3.68,1090,"Math & Science","0",0,NA,"0",0.05676072418855
15334,6,5,"F",0,0,2.68,720,"Arts & Letters","0",0,NA,"0",0.05676072418855
15335,1,1,"F",0,1,3.69,1330,"Math & Science","1",0,NA,"1",0.916666666666667
15336,6,6,"F",1,0,3.3,1050,"Arts & Letters","0",0,NA,"0",0.05676072418855
15337,7,7,"M",1,0,3.62,1280,"Arts & Letters","0",0,NA,"0",0.26978417266187
15338,6,3,"F",0,1,3.67,1150,"Math & Science","1",0,NA,"0",0.05676072418855
15339,6,7,"F",1,0,3.05,1130,"Arts & Letters","0",0,NA,"0",0.05676072418855
15340,6,5,"F",0,0,3.95,990,"Math & Science","0",0,NA,"0",0.245187436676798
15341,6,5,"F",0,0,4.32,1330,"Arts & Letters","1",0,NA,"1",0.73936170212766
15342,5,4,"M",0,1,2.55,1150,"Math & Science","0",0,NA,"0",0.05676072418855
15343,3,3,"F",1,0,3.35,1180,"Arts & Letters","1",0,NA,"0",0.05676072418855
15344,7,6,"F",1,0,4.05,1240,"Math & Science","0",0,NA,"1",0.652777777777778
15345,4,4,"F",0,0,3.53,1110,"Arts & Letters","0",0,NA,"0",0.05676072418855
15346,6,6,"M",1,0,2.74,1080,"Arts & Letters","0",0,NA,"0",0.05676072418855
15347,3,3,"M",0,0,3.83,990,"Math & Science","0",0,NA,"0",0.245187436676798
15348,3,3,"F",0,1,4.19,1080,"Business & Economics","0",0,NA,"0",0.308370044052863
15349,6,6,"F",0,1,4.09,1370,"Math & Science","1",0,NA,"1",0.896933560477002
15350,4,4,"M",0,1,2.5,1060,"Math & Science","0",0,NA,"0",0.05676072418855
15351,3,3,"M",0,1,3.64,1330,"Math & Science","0",0,NA,"0",0.26978417266187
15352,2,4,"M",0,0,3.76,1250,"Math & Science","0",0,NA,"0",0.05676072418855
15353,2,1,"F",0,0,3.25,950,"Math & Science","0",0,NA,"0",0.05676072418855
15354,6,3,"M",1,0,3.25,1110,"Business & Economics","0",0,NA,"0",0.05676072418855
15355,4,6,"M",1,0,3.54,1330,"Math & Science","0",0,NA,"0",0.26978417266187
15356,4,6,"F",0,0,3,890,"Math & Science","0",0,NA,"0",0.05676072418855
15357,7,7,"F",1,0,3.79,1190,"Arts & Letters","0",0,NA,"0",0.245187436676798
15358,4,4,"F",1,0,3.81,1020,"Arts & Letters","0",0,NA,"0",0.245187436676798
15359,3,6,"M",0,1,3.35,1060,"Business & Economics","0",0,NA,"0",0.05676072418855
15360,6,7,"F",0,1,3.42,1540,"Business & Economics","1",0,NA,"0",0.156017830609212
15361,6,7,"F",1,0,3.33,1300,"Arts & Letters","0",0,NA,"0",0.156017830609212
15362,7,7,"M",1,0,3.38,1130,"Arts & Letters","0",0,NA,"0",0.05676072418855
15363,6,4,"M",0,1,3.65,1220,"Business & Economics","0",0,NA,"0",0.05676072418855
15364,4,4,"F",1,0,3.47,1030,"Arts & Letters","0",0,NA,"0",0.05676072418855
15365,3,4,"F",1,0,3.7,1000,"Math & Science","0",0,NA,"0",0.05676072418855
15366,4,1,"M",0,0,3.74,1180,"Arts & Letters","1",0,NA,"0",0.05676072418855
15367,7,7,"F",0,1,3.68,1170,"Business & Economics","1",0,NA,"0",0.05676072418855
15368,6,6,"F",0,0,3.65,1190,"Math & Science","1",1,2.993,"1",0.855172413793103
15369,4,3,"F",1,0,3.4,980,"Math & Science","0",0,NA,"0",0.05676072418855
15370,7,7,"F",1,0,3.13,1270,"Arts & Letters","0",0,NA,"0",0.156017830609212
15371,6,6,"F",1,0,4,1100,"Arts & Letters","1",0,NA,"0",0.245187436676798
15372,4,4,"M",1,0,2.8,1200,"Arts & Letters","0",0,NA,"0",0.05676072418855
15373,6,4,"M",0,0,2.75,1040,"Business & Economics","0",0,NA,"0",0.05676072418855
15374,6,4,"F",1,0,4.29,1280,"Math & Science","0",0,NA,"1",0.73936170212766
15375,3,6,"F",0,0,2.88,980,"Arts & Letters","0",0,NA,"0",0.05676072418855
15376,6,7,"F",1,0,3.95,1100,"Math & Science","0",0,NA,"0",0.245187436676798
15377,6,6,"M",1,0,2.22,1110,"Business & Economics","0",0,NA,"0",0.05676072418855
15378,4,4,"M",1,0,2.3,920,"Business & Economics","0",0,NA,"0",0.05676072418855
15379,5,3,"M",1,0,3.35,950,"Math & Science","0",0,NA,"0",0.05676072418855
15380,6,6,"M",1,0,3.76,1190,"Math & Science","0",0,NA,"0",0.05676072418855
15381,4,7,"M",0,0,3,1050,"Business & Economics","0",0,NA,"0",0.05676072418855
15382,3,3,"M",0,0,3.91,1250,"Math & Science","1",0,NA,"0",0.245187436676798
15383,6,6,"F",1,0,2.78,1080,"Arts & Letters","0",0,NA,"0",0.05676072418855
15384,1,1,"M",0,1,3.45,1160,"Business & Economics","1",1,2.212,"1",0.855172413793103
15385,7,6,"F",1,0,3.83,1130,"Arts & Letters","0",0,NA,"0",0.245187436676798
15386,7,7,"F",0,1,4.14,1400,"Arts & Letters","1",0,NA,"1",0.896933560477002
15387,6,4,"F",1,0,3.1,1140,"Business & Economics","0",0,NA,"0",0.05676072418855
15388,6,6,"F",0,1,3.32,1070,"Business & Economics","0",0,NA,"0",0.05676072418855
15389,3,3,"F",1,0,4.18,1370,"Arts & Letters","1",0,NA,"1",0.896933560477002
15390,6,6,"M",0,1,3.36,1090,"Math & Science","0",0,NA,"0",0.05676072418855
15391,5,6,"F",1,0,3.43,1080,"Math & Science","0",0,NA,"0",0.05676072418855
15392,6,6,"M",0,1,2.9,1200,"Business & Economics","0",0,NA,"0",0.05676072418855
15393,5,5,"F",1,0,3,1040,"Arts & Letters","0",0,NA,"0",0.05676072418855
15394,7,7,"F",1,0,3.42,1080,"Business & Economics","0",0,NA,"0",0.05676072418855
15395,7,6,"M",0,0,3.6,1380,"Math & Science","0",0,NA,"0",0.26978417266187
15396,6,3,"M",1,0,3.88,1030,"Business & Economics","1",0,NA,"0",0.245187436676798
15397,4,4,"F",0,0,3.3,930,"Arts & Letters","0",0,NA,"0",0.05676072418855
15398,2,2,"M",0,1,3.38,1120,"Business & Economics","1",0,NA,"0",0.05676072418855
15399,6,6,"F",1,0,3.5,1200,"Arts & Letters","0",0,NA,"0",0.05676072418855
15400,2,3,"F",0,0,3.7,1010,"Math & Science","0",0,NA,"0",0.05676072418855
15401,7,7,"F",0,0,4.11,1260,"Arts & Letters","1",0,NA,"1",0.73936170212766
15402,7,6,"F",1,0,3.76,1370,"Arts & Letters","1",0,NA,"0",0.336
15403,7,5,"M",1,0,2.96,1210,"Math & Science","0",0,NA,"0",0.05676072418855
15404,7,7,"F",0,0,3.05,1320,"Arts & Letters","0",0,NA,"0",0.156017830609212
15405,6,6,"F",1,0,3.24,1270,"Arts & Letters","0",0,NA,"0",0.156017830609212
15406,7,6,"M",1,0,3.23,1140,"Math & Science","0",0,NA,"0",0.05676072418855
15407,4,6,"F",0,0,2.73,830,"Arts & Letters","0",0,NA,"0",0.05676072418855
15408,7,6,"F",0,1,3.88,1570,"Math & Science","1",0,NA,"1",0.896933560477002
15409,7,6,"F",1,0,4.04,1270,"Arts & Letters","0",0,NA,"1",0.73936170212766
15410,7,4,"F",0,0,3.55,730,"Math & Science","0",0,NA,"0",0.05676072418855
15411,6,7,"F",1,0,3.76,1080,"Business & Economics","0",0,NA,"0",0.05676072418855
15412,3,3,"M",0,1,3.64,1360,"Business & Economics","0",0,NA,"0",0.26978417266187
15413,6,5,"M",1,0,3.5,1190,"Math & Science","0",0,NA,"0",0.05676072418855
15414,5,3,"M",0,1,3.86,1210,"Math & Science","0",0,NA,"0",0.245187436676798
15415,4,4,"F",1,0,3,1100,"Arts & Letters","0",0,NA,"0",0.05676072418855
15416,6,6,"M",1,0,4.14,1490,"Math & Science","1",0,NA,"1",0.896933560477002
15417,7,3,"F",1,0,3.2,960,"Arts & Letters","0",0,NA,"0",0.05676072418855
15418,7,7,"M",1,0,3.54,1330,"Arts & Letters","0",0,NA,"0",0.26978417266187
15419,7,7,"M",1,0,3.14,1340,"Business & Economics","0",0,NA,"0",0.156017830609212
15420,7,6,"M",1,0,3.45,1260,"Arts & Letters","1",0,NA,"0",0.05676072418855
15421,7,7,"M",1,0,3.41,1310,"Math & Science","0",0,NA,"0",0.156017830609212
15422,4,6,"F",0,1,2.92,1120,"Arts & Letters","0",0,NA,"0",0.05676072418855
15423,1,1,"F",0,1,3.87,1170,"Business & Economics","1",1,2.725,"1",0.854901960784314
15424,4,6,"M",0,0,4.25,1300,"Business & Economics","1",0,NA,"1",0.73936170212766
15425,4,4,"F",1,0,3.45,1020,"Arts & Letters","0",0,NA,"0",0.05676072418855
15426,2,2,"F",0,0,3.17,870,"Arts & Letters","0",0,NA,"0",0.05676072418855
15427,4,6,"M",1,0,3.33,1200,"Arts & Letters","0",0,NA,"0",0.05676072418855
15428,7,7,"F",1,0,3.85,1220,"Math & Science","0",0,NA,"0",0.245187436676798
15429,6,6,"M",0,0,3.18,870,"Arts & Letters","0",0,NA,"0",0.05676072418855
15430,1,3,"F",0,0,3.45,970,"Arts & Letters","0",0,NA,"0",0.05676072418855
15431,7,6,"M",0,0,3.39,1210,"Arts & Letters","0",0,NA,"0",0.05676072418855
15432,2,5,"F",0,0,3.32,860,"Arts & Letters","0",0,NA,"0",0.05676072418855
15433,6,3,"M",1,0,2.85,870,"Business & Economics","0",0,NA,"0",0.05676072418855
15434,6,6,"F",1,0,4.32,1370,"Math & Science","1",1,3.859,"1",0.896933560477002
15435,7,6,"F",0,1,2.95,1000,"Math & Science","0",0,NA,"0",0.05676072418855
15436,3,7,"F",1,0,3.52,1080,"Arts & Letters","0",0,NA,"0",0.05676072418855
15437,5,6,"F",1,0,3.55,760,"Arts & Letters","0",0,NA,"0",0.05676072418855
15438,6,6,"M",0,0,3.35,1190,"Math & Science","0",0,NA,"0",0.05676072418855
15439,3,3,"M",0,0,3.18,1520,"Math & Science","0",0,NA,"0",0.156017830609212
15440,4,4,"M",1,0,3.06,1110,"Arts & Letters","0",0,NA,"0",0.05676072418855
15441,4,4,"F",1,0,3.8,980,"Arts & Letters","0",0,NA,"0",0.245187436676798
15442,3,3,"F",0,1,3.45,1090,"Math & Science","1",0,NA,"0",0.05676072418855
15443,3,6,"M",0,1,3.5,1300,"Business & Economics","0",0,NA,"0",0.156017830609212
15444,6,4,"M",1,0,3.25,1120,"Business & Economics","0",0,NA,"0",0.05676072418855
15445,7,6,"F",1,0,3.5,1220,"Business & Economics","0",0,NA,"0",0.05676072418855
15446,7,5,"M",1,0,3.48,1280,"Business & Economics","0",0,NA,"0",0.156017830609212
15447,4,7,"M",0,1,3.1,1310,"Math & Science","0",0,NA,"0",0.156017830609212
15448,4,4,"M",0,1,2.92,810,"Business & Economics","0",0,NA,"0",0.05676072418855
15449,4,7,"F",1,0,4.25,1420,"Arts & Letters","1",0,NA,"1",0.896933560477002
15450,4,4,"M",0,0,3.95,1190,"Math & Science","0",0,NA,"0",0.245187436676798
15451,2,1,"F",0,1,3.4,1070,"Math & Science","0",0,NA,"0",0.05676072418855
15452,6,6,"F",1,0,3.9,1180,"Business & Economics","0",0,NA,"0",0.245187436676798
15453,7,6,"M",0,0,4.15,1360,"Math & Science","1",0,NA,"1",0.896933560477002
15454,6,6,"M",1,0,3.26,1050,"Business & Economics","0",0,NA,"0",0.05676072418855
15455,6,5,"F",0,0,3,1040,"Arts & Letters","0",0,NA,"0",0.05676072418855
15456,4,4,"M",0,0,2.44,1070,"Arts & Letters","0",0,NA,"0",0.05676072418855
15457,3,4,"M",1,0,3.89,1190,"Business & Economics","0",0,NA,"0",0.245187436676798
15458,6,7,"M",1,0,2.71,990,"Arts & Letters","0",0,NA,"0",0.05676072418855
15459,6,6,"F",0,1,3.86,1140,"Math & Science","1",1,3.75,"1",0.854901960784314
15460,6,7,"F",1,0,3.39,1330,"Business & Economics","0",0,NA,"0",0.156017830609212
15461,3,3,"F",1,0,3.24,920,"Arts & Letters","0",0,NA,"0",0.05676072418855
15462,4,3,"F",0,0,3.27,850,"Arts & Letters","0",0,NA,"0",0.05676072418855
15463,3,4,"F",1,0,3.62,980,"Business & Economics","1",1,1.941,"1",0.855172413793103
15464,1,1,"F",0,0,3.17,810,"Arts & Letters","0",0,NA,"0",0.05676072418855
15465,4,4,"F",0,1,3.36,1240,"Arts & Letters","0",0,NA,"0",0.05676072418855
15466,6,3,"M",0,0,3.42,1040,"Business & Economics","0",0,NA,"0",0.05676072418855
15467,5,6,"F",0,1,3.08,1040,"Math & Science","0",0,NA,"0",0.05676072418855
15468,4,4,"F",0,0,2.85,1190,"Math & Science","0",0,NA,"0",0.05676072418855
15469,7,7,"M",0,1,3.71,1480,"Arts & Letters","1",0,NA,"1",0.764705882352941
15470,6,6,"F",1,0,2.5,940,"Arts & Letters","0",0,NA,"0",0.05676072418855
15471,4,7,"M",1,0,2.95,770,"Business & Economics","0",0,NA,"0",0.05676072418855
15472,4,6,"F",1,0,3.21,980,"Arts & Letters","0",0,NA,"0",0.05676072418855
15473,2,6,"M",0,1,2.9,1200,"Business & Economics","0",0,NA,"0",0.05676072418855
15474,7,6,"M",1,0,3,1340,"Math & Science","0",0,NA,"0",0.156017830609212
15475,3,3,"F",0,1,3.77,1090,"Math & Science","0",0,NA,"0",0.05676072418855
15476,6,6,"M",0,1,3.56,1350,"Business & Economics","1",1,2.784,"1",0.855172413793103
15477,3,3,"F",1,0,4.17,1160,"Business & Economics","0",0,NA,"1",0.717948717948718
15478,7,7,"M",1,0,2.67,1220,"Business & Economics","0",0,NA,"0",0.05676072418855
15479,1,4,"F",0,0,2.73,910,"Arts & Letters","0",0,NA,"0",0.05676072418855
15480,6,3,"M",1,0,3.65,1000,"Arts & Letters","0",0,NA,"0",0.05676072418855
15481,6,5,"F",1,0,2.96,1040,"Business & Economics","0",0,NA,"0",0.05676072418855
15482,3,2,"M",0,0,3.4,1210,"Business & Economics","1",0,NA,"0",0.05676072418855
15483,6,4,"M",1,0,3.3,1210,"Math & Science","0",0,NA,"0",0.05676072418855
15484,3,3,"M",1,0,4.05,1190,"Arts & Letters","1",0,NA,"1",0.652777777777778
15485,2,1,"M",0,1,3.42,1420,"Math & Science","1",0,NA,"0",0.156017830609212
15486,6,6,"F",1,0,3.75,1330,"Business & Economics","0",0,NA,"1",0.631578947368421
15487,4,3,"F",1,0,3.22,930,"Math & Science","0",0,NA,"0",0.05676072418855
15488,6,3,"F",1,0,4.31,1390,"Business & Economics","1",0,NA,"1",0.896933560477002
15489,5,7,"M",0,0,2.41,820,"Arts & Letters","0",0,NA,"0",0.05676072418855
15490,4,6,"F",0,0,2.9,1030,"Arts & Letters","0",0,NA,"0",0.05676072418855
15491,2,3,"F",0,0,2.83,990,"Math & Science","0",0,NA,"0",0.05676072418855
15492,7,6,"F",0,0,3.29,1260,"Arts & Letters","0",0,NA,"0",0.05676072418855
15493,7,4,"M",1,0,3.46,1210,"Business & Economics","1",0,NA,"0",0.05676072418855
15494,2,3,"M",0,0,2.65,780,"Math & Science","0",0,NA,"0",0.05676072418855
15495,4,4,"F",0,1,3.58,1120,"Arts & Letters","1",1,3.028,"1",0.855172413793103
15496,2,1,"F",0,0,2.9,1080,"Arts & Letters","0",0,NA,"0",0.05676072418855
15497,4,4,"M",1,0,2.83,1010,"Math & Science","0",0,NA,"0",0.05676072418855
15498,4,4,"F",0,1,3.56,1230,"Arts & Letters","0",0,NA,"0",0.05676072418855
15499,5,4,"M",1,0,2.39,1030,"Arts & Letters","0",0,NA,"0",0.05676072418855
15500,4,5,"F",1,0,3.62,1280,"Arts & Letters","0",0,NA,"0",0.26978417266187
15501,7,6,"F",0,0,3.79,1210,"Arts & Letters","0",0,NA,"0",0.245187436676798
15502,3,3,"F",1,0,3.19,780,"Arts & Letters","0",0,NA,"0",0.05676072418855
15503,4,7,"M",0,0,4.15,1460,"Math & Science","1",0,NA,"1",0.896933560477002
15504,6,6,"M",1,0,4.04,1290,"Business & Economics","0",0,NA,"1",0.73936170212766
15505,4,4,"M",0,1,3.35,1340,"Business & Economics","0",0,NA,"0",0.156017830609212
15506,1,1,"F",0,0,4.17,1050,"Arts & Letters","1",0,NA,"1",0.793939393939394
15507,6,6,"F",0,0,3.37,1100,"Arts & Letters","1",1,2.734,"1",0.855172413793103
15508,6,6,"M",0,1,3.15,1070,"Business & Economics","0",0,NA,"0",0.05676072418855
15509,6,6,"F",0,1,3.5,1330,"Business & Economics","0",0,NA,"0",0.156017830609212
15510,6,7,"F",1,0,3.2,1410,"Arts & Letters","0",0,NA,"0",0.156017830609212
15511,7,4,"F",1,0,3.73,1140,"Arts & Letters","0",0,NA,"0",0.05676072418855
15512,4,4,"M",0,1,3.45,1140,"Arts & Letters","0",0,NA,"0",0.05676072418855
15513,6,7,"F",1,0,3.11,960,"Arts & Letters","0",0,NA,"0",0.05676072418855
15514,6,6,"M",1,0,2.85,1000,"Arts & Letters","0",0,NA,"0",0.05676072418855
15515,6,7,"M",1,0,3.27,1200,"Math & Science","0",0,NA,"0",0.05676072418855
15516,7,6,"M",0,0,3.41,1390,"Math & Science","0",0,NA,"0",0.156017830609212
15517,7,4,"F",0,1,3.45,1230,"Math & Science","0",0,NA,"0",0.05676072418855
15518,6,5,"F",1,0,3.23,1090,"Math & Science","0",0,NA,"0",0.05676072418855
15519,7,6,"M",1,0,3.86,1230,"Business & Economics","1",1,3.748,"1",0.854901960784314
15520,4,4,"M",0,0,3.36,1200,"Math & Science","0",0,NA,"0",0.05676072418855
15521,7,6,"M",0,1,3.6,1210,"Arts & Letters","0",0,NA,"0",0.05676072418855
15522,6,6,"F",1,0,3.75,1170,"Arts & Letters","1",0,NA,"0",0.05676072418855
15523,6,6,"F",0,0,3.09,1180,"Arts & Letters","0",0,NA,"0",0.05676072418855
15524,3,4,"F",0,1,4.17,1330,"Business & Economics","1",0,NA,"1",0.73936170212766
15525,7,7,"F",1,0,3.95,1510,"Math & Science","1",0,NA,"1",0.896933560477002
15526,3,3,"F",0,0,3.41,1310,"Arts & Letters","1",0,NA,"0",0.156017830609212
15527,6,6,"M",1,0,3.54,1070,"Arts & Letters","0",0,NA,"0",0.05676072418855
15528,7,6,"M",1,0,2.8,1080,"Arts & Letters","0",0,NA,"0",0.05676072418855
15529,6,6,"M",1,0,2.65,1090,"Arts & Letters","0",0,NA,"0",0.05676072418855
15530,6,6,"M",0,1,2.91,1160,"Business & Economics","0",0,NA,"0",0.05676072418855
15531,7,6,"M",1,0,3.89,1140,"Arts & Letters","0",0,NA,"0",0.245187436676798
15532,7,7,"M",1,0,3.91,1550,"Math & Science","1",0,NA,"1",0.896933560477002
15533,6,6,"M",0,1,3.35,1440,"Math & Science","1",0,NA,"0",0.156017830609212
15534,3,4,"F",1,0,3.05,980,"Math & Science","0",0,NA,"0",0.05676072418855
