"Applicant","Edu_Parent1","Edu_Parent2","Sex","White","Asian","HSGPA","SAT_ACT","College","Admitted","Enrolled","College_GPA","Admit_Tree_Pred","Admit_Tree_Prob"
5447,4,4,"F",0,0,3.88,1420,"Math & Science","1",0,NA,"1",0.896933560477002
5448,1,2,"F",0,1,3.67,840,"Math & Science","0",0,NA,"0",0.05676072418855
5449,6,3,"F",0,0,3.06,1030,"Business & Economics","0",0,NA,"0",0.05676072418855
5450,7,7,"F",0,1,3.68,1300,"Arts & Letters","0",0,NA,"0",0.26978417266187
5451,3,4,"F",0,0,4.23,1270,"Arts & Letters","0",1,3.605,"1",0.73936170212766
5452,3,4,"M",1,0,2.85,1150,"Business & Economics","0",0,NA,"0",0.05676072418855
5453,6,6,"F",1,0,3.45,1410,"Math & Science","1",0,NA,"0",0.156017830609212
5454,4,5,"F",0,1,3.53,1250,"Business & Economics","0",0,NA,"0",0.05676072418855
5455,6,3,"M",1,0,3.64,1310,"Business & Economics","0",0,NA,"0",0.26978417266187
5456,6,6,"M",0,1,3.5,1310,"Business & Economics","0",0,NA,"0",0.156017830609212
5457,1,1,"F",0,0,2.96,760,"Business & Economics","0",0,NA,"0",0.05676072418855
5458,6,7,"F",0,0,3.08,1140,"Arts & Letters","0",0,NA,"0",0.05676072418855
5459,7,6,"F",0,1,3.85,1310,"Business & Economics","1",0,NA,"0",0.378048780487805
5460,6,7,"F",1,0,4.07,1300,"Business & Economics","1",0,NA,"1",0.73936170212766
5461,6,4,"M",1,0,3.94,1190,"Math & Science","0",0,NA,"0",0.245187436676798
5462,7,6,"M",0,0,3.5,1030,"Business & Economics","0",0,NA,"0",0.05676072418855
5463,1,1,"F",0,0,3.06,860,"Business & Economics","0",0,NA,"0",0.05676072418855
5464,7,7,"F",1,0,4.2,1340,"Arts & Letters","1",0,NA,"1",0.73936170212766
5465,4,5,"F",0,0,4.2,1240,"Math & Science","0",0,NA,"0",0.320754716981132
5466,6,6,"F",1,0,2.73,1250,"Arts & Letters","0",0,NA,"0",0.05676072418855
5467,3,4,"F",1,0,4,1210,"Arts & Letters","0",0,NA,"0",0.245187436676798
5468,3,5,"F",1,0,3.65,1090,"Math & Science","0",0,NA,"0",0.05676072418855
5469,6,6,"F",1,0,3.54,1370,"Arts & Letters","1",0,NA,"0",0.26978417266187
5470,3,3,"F",1,0,3.59,1080,"Math & Science","0",0,NA,"0",0.05676072418855
5471,3,3,"M",0,0,3.41,1120,"Math & Science","0",0,NA,"0",0.05676072418855
5472,6,6,"M",0,1,3.09,980,"Business & Economics","0",0,NA,"0",0.05676072418855
5473,6,7,"M",1,0,3.57,1170,"Arts & Letters","0",0,NA,"0",0.05676072418855
5474,4,3,"F",1,0,3.14,1130,"Math & Science","0",0,NA,"0",0.05676072418855
5475,2,5,"F",0,0,3.65,1060,"Math & Science","0",0,NA,"0",0.05676072418855
5476,1,1,"F",0,1,3.68,970,"Business & Economics","1",1,3.212,"1",0.855172413793103
5477,2,2,"F",1,0,4.05,1060,"Arts & Letters","0",0,NA,"1",0.793939393939394
5478,6,6,"F",1,0,3.32,1030,"Business & Economics","0",0,NA,"0",0.05676072418855
5479,3,3,"F",0,0,3.55,880,"Arts & Letters","0",0,NA,"0",0.05676072418855
5480,6,6,"M",0,1,2.67,1140,"Business & Economics","0",0,NA,"0",0.05676072418855
5481,7,7,"M",0,0,3.5,1140,"Arts & Letters","1",0,NA,"0",0.05676072418855
5482,6,5,"F",1,0,4,1190,"Arts & Letters","0",0,NA,"0",0.245187436676798
5483,7,6,"F",0,0,3.23,1360,"Arts & Letters","1",0,NA,"0",0.156017830609212
5484,6,4,"M",1,0,3.45,1500,"Math & Science","1",0,NA,"0",0.156017830609212
5485,1,1,"M",0,0,3.81,990,"Arts & Letters","1",0,NA,"1",0.793939393939394
5486,4,4,"F",0,0,3.15,890,"Arts & Letters","0",0,NA,"0",0.05676072418855
5487,4,3,"F",1,0,3.88,1090,"Arts & Letters","0",0,NA,"0",0.245187436676798
5488,7,7,"F",1,0,3.24,1130,"Math & Science","0",0,NA,"0",0.05676072418855
5489,7,6,"F",1,0,4.04,1380,"Math & Science","1",0,NA,"1",0.896933560477002
5490,4,3,"F",0,1,3.75,1060,"Math & Science","0",0,NA,"0",0.05676072418855
5491,6,6,"M",0,0,3.95,1180,"Business & Economics","1",0,NA,"0",0.245187436676798
5492,3,4,"F",1,0,3.55,1120,"Math & Science","0",0,NA,"0",0.05676072418855
5493,6,5,"F",1,0,3.39,870,"Arts & Letters","0",0,NA,"0",0.05676072418855
5494,7,7,"M",1,0,4.35,1510,"Math & Science","1",0,NA,"1",0.896933560477002
5495,7,7,"M",0,1,3.36,1130,"Arts & Letters","0",0,NA,"0",0.05676072418855
5496,6,6,"F",1,0,3.88,1270,"Business & Economics","0",0,NA,"0",0.378048780487805
5497,5,6,"F",0,0,3.88,940,"Arts & Letters","0",0,NA,"0",0.245187436676798
5498,6,7,"F",0,0,3.06,1150,"Arts & Letters","0",0,NA,"0",0.05676072418855
5499,5,7,"F",1,0,3.88,1020,"Arts & Letters","0",0,NA,"0",0.245187436676798
5500,6,6,"F",1,0,4.17,1210,"Arts & Letters","0",0,NA,"0",0.320754716981132
5501,6,7,"M",1,0,3.91,1280,"Math & Science","0",0,NA,"1",0.73936170212766
5502,7,4,"F",1,0,4.14,1600,"Math & Science","1",0,NA,"1",0.896933560477002
5503,6,7,"M",1,0,3.4,1200,"Business & Economics","0",1,2.702,"1",0.855172413793103
5504,7,6,"M",1,0,3.5,1230,"Business & Economics","0",0,NA,"0",0.05676072418855
5505,7,6,"F",1,0,3.8,1290,"Business & Economics","0",0,NA,"0",0.378048780487805
5506,7,6,"M",1,0,3.76,1300,"Math & Science","0",0,NA,"0",0.336
5507,6,6,"M",1,0,3.36,1330,"Math & Science","0",0,NA,"0",0.156017830609212
5508,4,4,"F",1,0,3.05,1060,"Arts & Letters","0",0,NA,"0",0.05676072418855
5509,7,7,"F",1,0,3.77,1200,"Arts & Letters","0",0,NA,"0",0.05676072418855
5510,6,6,"F",1,0,4.07,1290,"Business & Economics","1",0,NA,"1",0.73936170212766
5511,7,7,"M",1,0,2.86,1250,"Arts & Letters","0",0,NA,"0",0.05676072418855
5512,6,4,"M",1,0,3.52,1490,"Math & Science","0",0,NA,"1",1
5513,7,7,"M",0,1,3.65,1310,"Math & Science","0",0,NA,"0",0.26978417266187
5514,6,6,"F",0,0,3.5,1210,"Business & Economics","0",0,NA,"0",0.05676072418855
5515,6,6,"F",1,0,3.2,1120,"Arts & Letters","0",0,NA,"0",0.05676072418855
5516,1,2,"F",0,0,4.23,1110,"Math & Science","0",0,NA,"1",0.793939393939394
5517,2,4,"M",0,1,3.55,960,"Arts & Letters","1",1,1.122,"1",0.855172413793103
5518,5,5,"M",0,1,3.9,1300,"Math & Science","1",0,NA,"1",0.73936170212766
5519,2,3,"F",0,0,3.5,880,"Math & Science","0",0,NA,"0",0.05676072418855
5520,6,6,"F",0,0,3.24,1170,"Arts & Letters","0",0,NA,"0",0.05676072418855
5521,3,7,"F",0,0,3.6,1060,"Arts & Letters","0",0,NA,"0",0.05676072418855
5522,3,3,"M",1,0,3.54,1180,"Arts & Letters","0",0,NA,"0",0.05676072418855
5523,7,6,"M",0,0,3.18,1150,"Arts & Letters","0",0,NA,"0",0.05676072418855
5524,4,4,"F",0,0,3.85,1130,"Arts & Letters","0",0,NA,"0",0.245187436676798
5525,2,2,"F",0,1,3.95,1030,"Math & Science","1",0,NA,"1",0.793939393939394
5526,1,1,"F",0,0,2.9,840,"Arts & Letters","0",0,NA,"0",0.05676072418855
5527,3,3,"M",0,0,3.3,860,"Business & Economics","0",0,NA,"0",0.05676072418855
5528,3,3,"F",0,0,2.78,640,"Arts & Letters","0",0,NA,"0",0.05676072418855
5529,7,7,"F",0,0,3.05,940,"Arts & Letters","0",0,NA,"0",0.05676072418855
5530,1,1,"F",0,0,3.85,930,"Math & Science","0",0,NA,"0",0.320754716981132
5531,7,6,"F",0,1,3.81,1460,"Math & Science","1",0,NA,"1",0.896933560477002
5532,5,5,"M",1,0,3.05,1210,"Arts & Letters","0",0,NA,"0",0.05676072418855
5533,5,7,"M",0,0,2.81,830,"Business & Economics","0",0,NA,"0",0.05676072418855
5534,6,6,"M",1,0,3,1140,"Business & Economics","0",0,NA,"0",0.05676072418855
5535,4,6,"F",1,0,3.45,1010,"Math & Science","0",0,NA,"0",0.05676072418855
5536,6,5,"F",1,0,4.18,1410,"Arts & Letters","0",1,3.786,"1",0.896933560477002
5537,1,1,"F",0,0,4.23,1170,"Arts & Letters","0",0,NA,"1",0.793939393939394
5538,3,6,"F",1,0,3.52,1080,"Math & Science","0",0,NA,"0",0.05676072418855
5539,4,3,"F",1,0,4.17,1180,"Math & Science","1",0,NA,"0",0.320754716981132
5540,1,1,"F",0,0,3.1,830,"Arts & Letters","0",0,NA,"0",0.05676072418855
5541,7,6,"F",1,0,3.95,1310,"Arts & Letters","1",0,NA,"1",0.73936170212766
5542,1,1,"M",0,0,3.1,840,"Math & Science","0",0,NA,"0",0.05676072418855
5543,1,1,"F",0,0,3.73,980,"Arts & Letters","1",1,2.646,"1",0.855172413793103
5544,6,6,"F",1,0,2.7,820,"Business & Economics","0",0,NA,"0",0.05676072418855
5545,7,6,"F",0,0,4.12,1380,"Math & Science","1",1,3.803,"1",0.896933560477002
5546,7,7,"F",1,0,3.86,1410,"Business & Economics","1",0,NA,"1",0.896933560477002
5547,5,4,"F",1,0,3.88,1070,"Arts & Letters","0",0,NA,"0",0.245187436676798
5548,2,1,"F",0,0,2.78,840,"Arts & Letters","0",0,NA,"0",0.05676072418855
5549,7,6,"F",1,0,4.05,1330,"Math & Science","1",0,NA,"1",0.73936170212766
5550,4,4,"F",0,1,3.12,1140,"Math & Science","0",0,NA,"0",0.05676072418855
5551,6,6,"M",1,0,3.33,1240,"Arts & Letters","1",0,NA,"0",0.05676072418855
5552,7,6,"F",1,0,3.14,1130,"Arts & Letters","0",0,NA,"0",0.05676072418855
5553,4,4,"F",0,0,3.11,1020,"Arts & Letters","0",0,NA,"0",0.05676072418855
5554,6,6,"F",1,0,4.17,1170,"Arts & Letters","0",0,NA,"0",0.320754716981132
5555,5,6,"F",1,0,4.25,1220,"Business & Economics","0",0,NA,"1",0.717948717948718
5556,7,7,"M",1,0,3.41,1410,"Business & Economics","0",0,NA,"0",0.156017830609212
5557,6,5,"F",0,0,3.62,1120,"Arts & Letters","0",0,NA,"0",0.05676072418855
5558,4,4,"F",0,0,3.46,990,"Math & Science","1",0,NA,"0",0.05676072418855
5559,6,7,"F",1,0,3.82,1290,"Arts & Letters","1",0,NA,"0",0.378048780487805
5560,1,1,"F",0,0,3.55,970,"Math & Science","0",0,NA,"0",0.05676072418855
5561,3,4,"F",0,0,3.61,830,"Arts & Letters","0",0,NA,"0",0.05676072418855
5562,6,7,"M",1,0,3.9,1460,"Business & Economics","1",0,NA,"1",0.896933560477002
5563,7,6,"M",1,0,3.7,1160,"Business & Economics","0",0,NA,"0",0.05676072418855
5564,1,3,"F",0,0,3.29,1050,"Arts & Letters","0",0,NA,"0",0.05676072418855
5565,2,3,"F",0,0,3.2,1250,"Arts & Letters","1",1,3.35,"1",0.84
5566,4,4,"F",0,1,3.82,1100,"Math & Science","0",0,NA,"0",0.245187436676798
5567,6,6,"F",1,0,4.2,1280,"Math & Science","1",1,3.236,"1",0.73936170212766
5568,6,6,"F",1,0,3.62,1030,"Math & Science","0",0,NA,"0",0.05676072418855
5569,6,4,"F",1,0,3.71,1280,"Arts & Letters","0",0,NA,"0",0.336
5570,6,6,"F",0,1,4.05,1330,"Arts & Letters","1",0,NA,"1",0.73936170212766
5571,6,6,"F",1,0,3.5,1060,"Arts & Letters","0",0,NA,"0",0.05676072418855
5572,1,1,"F",0,0,3.48,970,"Arts & Letters","0",0,NA,"0",0.05676072418855
5573,5,6,"F",0,0,3.33,890,"Math & Science","0",0,NA,"0",0.05676072418855
5574,7,6,"F",1,0,4.05,1220,"Arts & Letters","1",0,NA,"1",0.590909090909091
5575,7,7,"M",1,0,2.79,1200,"Arts & Letters","0",0,NA,"0",0.05676072418855
5576,1,3,"M",0,0,3.14,550,"Arts & Letters","0",0,NA,"0",0.05676072418855
5577,3,3,"M",1,0,3.82,1250,"Business & Economics","1",1,2.86,"1",0.854901960784314
5578,6,3,"F",0,0,3.47,1050,"Arts & Letters","0",0,NA,"0",0.05676072418855
5579,7,7,"F",1,0,3.21,1200,"Arts & Letters","0",0,NA,"0",0.05676072418855
5580,6,6,"F",1,0,3.68,1160,"Math & Science","0",0,NA,"0",0.05676072418855
5581,2,2,"M",0,0,3.5,1060,"Math & Science","0",0,NA,"0",0.05676072418855
5582,4,5,"F",1,0,3.7,1220,"Math & Science","1",0,NA,"0",0.05676072418855
5583,6,6,"F",1,0,3.82,1150,"Arts & Letters","0",0,NA,"0",0.245187436676798
5584,3,7,"F",1,0,3.57,1140,"Arts & Letters","1",1,3.482,"1",0.855172413793103
5585,7,6,"M",1,0,3.41,1330,"Business & Economics","0",0,NA,"0",0.156017830609212
5586,6,6,"F",1,0,4,1320,"Math & Science","0",0,NA,"1",0.73936170212766
5587,6,7,"M",1,0,3,1060,"Arts & Letters","0",0,NA,"0",0.05676072418855
5588,6,6,"F",0,0,4.22,1140,"Math & Science","1",1,2.839,"1",0.854901960784314
5589,6,6,"F",1,0,3.68,1160,"Math & Science","0",0,NA,"0",0.05676072418855
5590,3,4,"F",1,0,3.41,850,"Arts & Letters","0",0,NA,"0",0.05676072418855
5591,3,4,"F",0,0,3.31,980,"Arts & Letters","0",0,NA,"0",0.05676072418855
5592,6,7,"M",0,0,3.64,1130,"Math & Science","1",1,3.176,"1",0.855172413793103
5593,7,4,"F",1,0,3.59,1250,"Arts & Letters","0",1,2.649,"1",0.855172413793103
5594,6,6,"F",1,0,3.74,1210,"Arts & Letters","0",0,NA,"0",0.05676072418855
5595,3,6,"F",1,0,2.9,1110,"Business & Economics","0",0,NA,"0",0.05676072418855
5596,3,3,"M",0,0,3.09,990,"Arts & Letters","0",0,NA,"0",0.05676072418855
5597,4,4,"F",1,0,3.78,1260,"Arts & Letters","1",1,2.495,"1",0.855172413793103
5598,7,7,"F",1,0,4.06,1110,"Math & Science","1",0,NA,"0",0.308370044052863
5599,6,6,"M",1,0,4.04,1560,"Math & Science","1",0,NA,"1",0.896933560477002
5600,6,6,"M",0,1,3.58,1250,"Arts & Letters","1",0,NA,"0",0.05676072418855
5601,2,5,"F",1,0,3.65,1020,"Arts & Letters","0",0,NA,"0",0.05676072418855
5602,6,6,"F",0,1,3.54,1160,"Business & Economics","1",1,3.53,"1",0.855172413793103
5603,7,7,"F",0,1,4.15,1520,"Math & Science","1",0,NA,"1",0.896933560477002
5604,7,7,"F",1,0,4.33,1350,"Arts & Letters","1",0,NA,"1",0.896933560477002
5605,4,4,"M",1,0,4.33,1310,"Math & Science","1",0,NA,"1",0.73936170212766
5606,7,7,"F",1,0,3.32,990,"Arts & Letters","0",0,NA,"0",0.05676072418855
5607,2,6,"F",0,0,3.06,1060,"Arts & Letters","0",0,NA,"0",0.05676072418855
5608,6,6,"M",1,0,3.37,1100,"Arts & Letters","0",0,NA,"0",0.05676072418855
5609,7,6,"F",0,0,4,990,"Math & Science","0",0,NA,"0",0.245187436676798
5610,1,1,"F",0,1,3.5,880,"Business & Economics","0",0,NA,"0",0.05676072418855
5611,6,6,"F",1,0,4.09,1250,"Business & Economics","1",0,NA,"1",0.717948717948718
5612,3,3,"M",0,0,3.81,1070,"Arts & Letters","0",0,NA,"0",0.245187436676798
5613,1,1,"F",0,0,4.3,950,"Business & Economics","1",1,2.851,"1",0.854901960784314
5614,3,4,"M",1,0,3.85,1140,"Math & Science","0",0,NA,"0",0.245187436676798
5615,7,7,"F",1,0,4.26,1350,"Arts & Letters","0",0,NA,"1",0.896933560477002
5616,6,3,"F",1,0,3.78,1030,"Business & Economics","0",0,NA,"0",0.05676072418855
5617,6,6,"M",1,0,3.45,1200,"Arts & Letters","0",0,NA,"0",0.05676072418855
5618,5,6,"M",0,0,3.73,940,"Math & Science","0",0,NA,"0",0.05676072418855
5619,6,6,"F",1,0,4.08,1410,"Math & Science","1",0,NA,"1",0.896933560477002
5620,7,7,"F",1,0,3.77,1210,"Math & Science","0",0,NA,"0",0.05676072418855
5621,6,6,"F",0,0,3.58,760,"Business & Economics","0",0,NA,"0",0.05676072418855
5622,4,7,"F",1,0,4,1320,"Math & Science","1",0,NA,"1",0.73936170212766
5623,6,6,"F",1,0,3.08,1290,"Arts & Letters","1",1,2.646,"1",0.84
5624,7,4,"F",1,0,2.95,980,"Arts & Letters","0",0,NA,"0",0.05676072418855
5625,7,7,"M",0,1,3.32,1410,"Arts & Letters","0",0,NA,"0",0.156017830609212
5626,4,5,"F",0,0,3.85,970,"Math & Science","0",0,NA,"0",0.245187436676798
5627,6,6,"F",1,0,3.25,1210,"Business & Economics","0",0,NA,"0",0.05676072418855
5628,6,5,"M",1,0,3,810,"Business & Economics","0",0,NA,"0",0.05676072418855
5629,6,6,"F",1,0,3.1,1010,"Arts & Letters","0",0,NA,"0",0.05676072418855
5630,7,7,"F",1,0,4.23,1210,"Math & Science","1",0,NA,"1",0.590909090909091
5631,6,6,"F",1,0,3.85,1280,"Arts & Letters","1",0,NA,"0",0.378048780487805
5632,7,7,"M",1,0,3.6,1300,"Math & Science","0",0,NA,"0",0.26978417266187
5633,7,7,"M",1,0,3.22,1210,"Business & Economics","0",0,NA,"0",0.05676072418855
5634,3,5,"M",0,0,3.29,930,"Arts & Letters","0",0,NA,"0",0.05676072418855
5635,6,6,"F",1,0,3.83,1330,"Arts & Letters","0",0,NA,"0",0.378048780487805
5636,7,7,"F",0,1,3.58,1350,"Business & Economics","0",0,NA,"0",0.26978417266187
5637,7,6,"M",1,0,4.09,1440,"Math & Science","1",1,3.829,"1",0.896933560477002
5638,7,7,"F",1,0,3.85,1450,"Math & Science","1",0,NA,"1",0.896933560477002
5639,3,3,"M",0,0,3.96,1190,"Math & Science","0",0,NA,"0",0.245187436676798
5640,7,5,"M",0,1,4.15,1340,"Math & Science","1",1,2.932,"1",0.73936170212766
5641,7,6,"M",1,0,3.61,1310,"Math & Science","0",0,NA,"0",0.26978417266187
5642,6,4,"M",1,0,3.68,1210,"Business & Economics","1",1,3.443,"1",0.855172413793103
5643,6,6,"F",0,0,3.42,1370,"Business & Economics","0",0,NA,"0",0.156017830609212
5644,3,3,"F",0,1,3.62,840,"Arts & Letters","0",0,NA,"0",0.05676072418855
5645,7,7,"M",1,0,3.15,1210,"Business & Economics","0",0,NA,"0",0.05676072418855
5646,4,4,"M",0,1,3.32,1090,"Business & Economics","1",1,1.915,"1",0.855172413793103
5647,7,4,"F",1,0,3.5,1430,"Math & Science","1",0,NA,"0",0.156017830609212
5648,3,3,"M",1,0,3.55,1270,"Math & Science","0",0,NA,"0",0.26978417266187
5649,5,3,"F",0,1,3.39,1170,"Math & Science","0",0,NA,"0",0.05676072418855
5650,6,6,"F",0,1,3.41,1250,"Business & Economics","0",0,NA,"0",0.05676072418855
5651,6,6,"M",0,1,3.13,1170,"Math & Science","0",0,NA,"0",0.05676072418855
5652,7,6,"F",1,0,3.8,1090,"Arts & Letters","0",0,NA,"0",0.245187436676798
5653,7,7,"M",1,0,3.91,1370,"Business & Economics","1",0,NA,"1",0.896933560477002
5654,7,7,"F",1,0,4,1110,"Math & Science","0",0,NA,"0",0.245187436676798
5655,1,3,"M",0,0,2.19,670,"Business & Economics","0",0,NA,"0",0.05676072418855
5656,1,3,"M",0,0,3.64,1100,"Math & Science","0",0,NA,"0",0.05676072418855
5657,6,6,"M",1,0,3.4,1190,"Business & Economics","1",0,NA,"0",0.05676072418855
5658,1,1,"F",0,0,3.3,770,"Math & Science","0",0,NA,"0",0.05676072418855
5659,7,7,"M",1,0,3.07,1060,"Arts & Letters","0",0,NA,"0",0.05676072418855
5660,1,6,"F",0,0,3.79,950,"Math & Science","0",0,NA,"0",0.393939393939394
5661,2,2,"F",0,0,3.74,1230,"Arts & Letters","1",0,NA,"0",0.05676072418855
5662,6,7,"M",1,0,4.05,1320,"Arts & Letters","0",0,NA,"1",0.73936170212766
5663,4,7,"F",1,0,4.32,1540,"Arts & Letters","1",0,NA,"1",0.896933560477002
5664,3,3,"M",0,0,3.5,1050,"Business & Economics","0",0,NA,"0",0.05676072418855
5665,3,3,"F",1,0,4.5,1490,"Arts & Letters","1",0,NA,"1",0.896933560477002
5666,7,5,"F",1,0,3.12,1150,"Arts & Letters","0",0,NA,"0",0.05676072418855
5667,3,1,"F",0,0,3.23,1030,"Math & Science","0",0,NA,"0",0.05676072418855
5668,3,3,"F",0,1,4.27,1240,"Arts & Letters","1",0,NA,"0",0.320754716981132
5669,6,6,"F",1,0,4.3,970,"Math & Science","0",0,NA,"0",0.308370044052863
5670,6,6,"F",0,0,3.28,770,"Arts & Letters","0",0,NA,"0",0.05676072418855
5671,4,3,"M",1,0,3.12,1200,"Math & Science","0",0,NA,"0",0.05676072418855
5672,4,4,"F",0,1,4.4,1330,"Math & Science","1",0,NA,"1",0.73936170212766
5673,3,3,"F",0,1,4,960,"Arts & Letters","0",0,NA,"0",0.245187436676798
5674,7,7,"M",1,0,2.77,1270,"Business & Economics","0",0,NA,"0",0.156017830609212
5675,1,1,"F",0,0,3.22,660,"Math & Science","0",0,NA,"0",0.05676072418855
5676,1,1,"F",0,0,3.37,900,"Math & Science","0",0,NA,"0",0.05676072418855
5677,3,2,"M",0,0,3.74,1410,"Business & Economics","1",0,NA,"1",0.880952380952381
5678,6,3,"F",1,0,3.3,990,"Math & Science","0",0,NA,"0",0.05676072418855
5679,3,6,"F",1,0,3.2,1260,"Arts & Letters","0",0,NA,"0",0.05676072418855
5680,1,1,"F",0,0,3.77,830,"Math & Science","0",0,NA,"0",0.05676072418855
5681,1,1,"M",0,0,3.72,1070,"Math & Science","0",0,NA,"0",0.05676072418855
5682,3,3,"F",0,1,3.76,1170,"Business & Economics","1",0,NA,"0",0.05676072418855
5683,6,6,"F",1,0,4.4,1170,"Business & Economics","1",0,NA,"1",0.717948717948718
5684,4,4,"M",1,0,3.85,1050,"Business & Economics","0",0,NA,"0",0.245187436676798
5685,1,1,"M",0,0,3.94,1040,"Math & Science","1",0,NA,"1",0.793939393939394
5686,6,5,"F",0,0,3.09,880,"Arts & Letters","0",0,NA,"0",0.05676072418855
5687,4,4,"F",0,1,3.11,1250,"Business & Economics","0",0,NA,"0",0.05676072418855
5688,6,6,"F",1,0,3.59,1290,"Arts & Letters","0",0,NA,"0",0.26978417266187
5689,3,4,"M",1,0,3.58,1430,"Arts & Letters","0",0,NA,"0",0.227272727272727
5690,2,6,"F",1,0,4.05,1130,"Math & Science","0",0,NA,"0",0.393939393939394
5691,7,6,"M",1,0,3.5,1190,"Business & Economics","0",0,NA,"0",0.05676072418855
5692,4,4,"F",1,0,3.6,1080,"Math & Science","0",0,NA,"0",0.05676072418855
5693,5,6,"F",0,0,2.81,940,"Arts & Letters","0",0,NA,"0",0.05676072418855
5694,6,6,"M",0,1,4.29,1570,"Math & Science","1",0,NA,"1",0.896933560477002
5695,6,6,"F",1,0,3.12,920,"Arts & Letters","0",0,NA,"0",0.05676072418855
5696,1,4,"M",0,0,2.63,1060,"Arts & Letters","0",0,NA,"0",0.05676072418855
5697,7,6,"F",1,0,4.26,1490,"Math & Science","1",0,NA,"1",0.896933560477002
5698,3,2,"M",0,0,3.91,980,"Arts & Letters","0",0,NA,"0",0.245187436676798
5699,3,2,"F",0,0,3.8,960,"Arts & Letters","1",0,NA,"0",0.245187436676798
5700,3,2,"M",0,0,3.2,1020,"Arts & Letters","0",0,NA,"0",0.05676072418855
5701,6,6,"F",0,1,3.59,1000,"Arts & Letters","0",0,NA,"0",0.05676072418855
5702,3,4,"F",0,0,3.74,920,"Arts & Letters","0",0,NA,"0",0.05676072418855
5703,3,3,"F",0,0,3.25,1010,"Math & Science","0",0,NA,"0",0.05676072418855
5704,4,6,"M",0,1,3.83,1080,"Math & Science","0",0,NA,"0",0.245187436676798
5705,6,6,"M",1,0,3.4,1210,"Business & Economics","1",1,2.972,"1",0.855172413793103
5706,7,6,"M",1,0,3.65,1540,"Arts & Letters","1",0,NA,"1",0.764705882352941
5707,6,6,"F",0,0,3.64,1300,"Math & Science","0",0,NA,"0",0.26978417266187
5708,6,5,"F",0,0,3.68,1020,"Arts & Letters","0",0,NA,"0",0.05676072418855
5709,2,2,"M",0,0,2.45,1280,"Arts & Letters","0",0,NA,"0",0.156017830609212
5710,7,4,"F",1,0,3.5,1220,"Math & Science","0",0,NA,"0",0.05676072418855
5711,6,3,"M",1,0,4.22,1500,"Math & Science","1",0,NA,"1",0.896933560477002
5712,6,7,"M",1,0,3.45,1400,"Business & Economics","1",1,1.323,"1",0.855172413793103
5713,7,4,"M",1,0,4.25,1160,"Math & Science","1",1,3.005,"1",0.854901960784314
5714,6,4,"M",0,0,3.71,1160,"Business & Economics","0",0,NA,"0",0.05676072418855
5715,7,5,"F",0,0,4.23,1170,"Math & Science","1",0,NA,"1",0.590909090909091
5716,3,3,"M",0,1,3.54,1440,"Business & Economics","1",0,NA,"1",0.880952380952381
5717,6,3,"F",1,0,2.68,900,"Math & Science","0",0,NA,"0",0.05676072418855
5718,4,4,"F",0,0,3.88,1090,"Arts & Letters","0",0,NA,"0",0.245187436676798
5719,6,6,"M",1,0,3.53,950,"Arts & Letters","0",0,NA,"0",0.05676072418855
5720,7,7,"F",0,0,4.24,1360,"Business & Economics","1",0,NA,"1",0.896933560477002
5721,6,5,"M",0,1,2.94,1040,"Arts & Letters","0",0,NA,"0",0.05676072418855
5722,7,7,"F",1,0,3.28,1180,"Business & Economics","0",0,NA,"0",0.05676072418855
5723,4,6,"F",0,1,3.15,1050,"Arts & Letters","0",0,NA,"0",0.05676072418855
5724,6,7,"F",1,0,3.58,1260,"Math & Science","0",0,NA,"0",0.05676072418855
5725,1,1,"M",0,0,3.65,740,"Math & Science","0",0,NA,"0",0.05676072418855
5726,7,6,"F",1,0,3.36,980,"Math & Science","0",0,NA,"0",0.05676072418855
5727,5,6,"M",0,1,3.36,1160,"Arts & Letters","0",0,NA,"0",0.05676072418855
5728,6,6,"F",1,0,3.8,1250,"Business & Economics","1",0,NA,"0",0.245187436676798
5729,3,3,"M",1,0,3.35,910,"Math & Science","0",0,NA,"0",0.05676072418855
5730,6,6,"F",0,1,3.87,1210,"Arts & Letters","0",0,NA,"0",0.245187436676798
5731,7,6,"F",1,0,4.2,1250,"Arts & Letters","1",0,NA,"1",0.590909090909091
5732,4,2,"F",0,0,2.86,780,"Arts & Letters","0",0,NA,"0",0.05676072418855
5733,5,4,"F",1,0,4.17,1160,"Math & Science","1",1,3.249,"1",0.854901960784314
5734,2,1,"M",0,0,4.05,950,"Business & Economics","1",0,NA,"1",0.793939393939394
5735,6,7,"F",1,0,3.91,1300,"Business & Economics","1",0,NA,"1",0.73936170212766
5736,7,6,"F",1,0,3.38,1110,"Business & Economics","0",0,NA,"0",0.05676072418855
5737,4,6,"M",1,0,2.9,1160,"Business & Economics","0",0,NA,"0",0.05676072418855
5738,6,6,"M",1,0,3.55,1190,"Arts & Letters","0",0,NA,"0",0.05676072418855
5739,3,3,"F",1,0,3.95,1270,"Math & Science","1",0,NA,"1",0.73936170212766
5740,6,6,"F",1,0,3.83,1130,"Arts & Letters","0",0,NA,"0",0.245187436676798
5741,7,6,"F",1,0,4,1100,"Arts & Letters","1",0,NA,"0",0.245187436676798
5742,6,3,"F",0,0,2.95,1020,"Business & Economics","0",1,2.608,"0",0.24
5743,6,5,"F",1,0,4.05,1270,"Math & Science","1",0,NA,"1",0.73936170212766
