"Applicant","Edu_Parent1","Edu_Parent2","Sex","White","Asian","HSGPA","SAT_ACT","College","Admitted","Enrolled","College_GPA"
394,7,6,"F",1,0,3.91,1200,"Arts & Letters",0,0,NA
395,6,4,"M",1,0,4.06,1540,"Arts & Letters",1,0,NA
396,6,6,"F",1,0,3.15,1220,"Arts & Letters",0,0,NA
397,4,4,"M",0,0,2.43,850,"Math & Science",0,0,NA
398,6,7,"M",1,0,3.55,1220,"Arts & Letters",0,0,NA
399,1,1,"F",0,0,3.89,1120,"Math & Science",1,0,NA
400,1,7,"M",0,0,3.92,1310,"Business & Economics",1,0,NA
401,6,6,"M",0,0,4,1170,"Math & Science",1,0,NA
402,6,6,"M",0,1,3.69,1240,"Arts & Letters",0,0,NA
403,7,7,"M",1,0,3.41,1110,"Arts & Letters",0,0,NA
404,6,6,"F",0,0,3.33,930,"Business & Economics",0,0,NA
405,6,4,"M",1,0,3.38,1250,"Business & Economics",0,0,NA
406,6,6,"M",0,1,3.5,1130,"Math & Science",0,0,NA
407,7,7,"F",1,0,4.25,1400,"Math & Science",1,1,3.639
408,3,3,"F",1,0,3.64,1290,"Math & Science",1,1,3.431
409,6,4,"M",0,0,2.95,1120,"Business & Economics",0,0,NA
410,6,7,"F",1,0,3.91,1350,"Math & Science",0,0,NA
411,6,6,"F",1,0,3.72,1190,"Arts & Letters",0,0,NA
412,7,7,"M",0,0,3.17,1230,"Arts & Letters",0,0,NA
413,3,6,"F",1,0,3.62,1260,"Arts & Letters",0,0,NA
414,6,6,"M",1,0,3.05,1280,"Math & Science",0,0,NA
415,7,7,"M",1,0,3.55,1250,"Arts & Letters",0,0,NA
416,3,3,"F",0,0,2.94,910,"Arts & Letters",0,0,NA
417,6,7,"M",1,0,3.85,1340,"Math & Science",1,0,NA
418,7,7,"M",1,0,3.43,950,"Math & Science",0,0,NA
419,6,6,"F",0,1,3.65,1190,"Math & Science",0,0,NA
420,6,6,"F",1,0,4.21,1190,"Math & Science",1,0,NA
421,4,4,"M",1,0,3.45,960,"Math & Science",0,0,NA
422,7,6,"F",0,0,3.95,1230,"Business & Economics",1,1,3.465
423,7,7,"M",1,0,4.1,1170,"Business & Economics",1,0,NA
424,6,4,"M",1,0,3.64,1150,"Math & Science",0,0,NA
425,6,4,"M",1,0,3.31,1430,"Business & Economics",0,0,NA
426,4,4,"F",0,1,3.36,1060,"Business & Economics",0,0,NA
427,6,6,"F",0,1,3.95,1170,"Business & Economics",1,1,2.496
428,3,3,"F",1,0,4.11,1280,"Business & Economics",1,1,3.5
429,6,4,"M",1,0,4.23,1260,"Arts & Letters",1,1,3.351
430,7,6,"F",1,0,4.05,1320,"Arts & Letters",0,1,3.131
431,3,4,"F",1,0,3.52,1130,"Arts & Letters",0,0,NA
432,4,6,"F",1,0,4.09,1130,"Arts & Letters",1,1,3.699
433,1,1,"F",0,0,3.14,900,"Arts & Letters",0,0,NA
434,4,6,"F",1,0,4.23,1160,"Math & Science",0,0,NA
435,6,7,"M",1,0,4.2,1430,"Math & Science",1,1,3.631
436,3,6,"M",1,0,3.14,950,"Arts & Letters",0,0,NA
437,4,7,"M",1,0,3.23,1230,"Arts & Letters",0,0,NA
438,3,3,"M",1,0,3.9,1290,"Math & Science",0,0,NA
439,3,6,"M",1,0,3.83,980,"Arts & Letters",0,0,NA
440,7,7,"F",1,0,4.27,1260,"Arts & Letters",1,1,4
441,7,6,"M",0,0,2.95,1330,"Math & Science",0,0,NA
442,7,6,"M",1,0,3.25,1120,"Math & Science",1,1,2.83
443,6,7,"F",1,0,3.52,1300,"Arts & Letters",0,0,NA
444,6,6,"F",1,0,2.95,1310,"Arts & Letters",0,0,NA
445,7,7,"F",1,0,3.52,1290,"Arts & Letters",0,0,NA
446,7,7,"F",1,0,3.8,1380,"Math & Science",0,0,NA
447,3,6,"M",0,1,2.52,1200,"Math & Science",0,0,NA
448,7,6,"F",0,0,3.9,1290,"Math & Science",1,1,2.953
449,7,7,"F",0,0,3,950,"Arts & Letters",0,0,NA
450,6,4,"F",1,0,3.78,1260,"Math & Science",1,1,3.678
451,6,6,"M",1,0,4.27,1550,"Math & Science",1,0,NA
452,6,6,"F",1,0,3.86,1370,"Arts & Letters",0,0,NA
453,3,4,"M",0,0,3.48,1330,"Math & Science",0,0,NA
454,7,7,"F",1,0,4.05,1310,"Arts & Letters",1,1,3.878
455,4,4,"F",1,0,3.9,1230,"Arts & Letters",0,0,NA
456,2,2,"M",0,0,3.23,910,"Business & Economics",0,0,NA
457,3,6,"F",1,0,3.88,1140,"Arts & Letters",1,1,3.374
458,7,4,"M",1,0,2.92,940,"Math & Science",0,0,NA
459,4,4,"F",1,0,3.5,1310,"Business & Economics",0,0,NA
460,6,6,"F",0,0,3.91,1190,"Math & Science",0,0,NA
461,4,4,"F",1,0,3.31,1080,"Math & Science",0,0,NA
462,7,7,"M",1,0,3.32,1220,"Math & Science",1,1,2.992
463,4,7,"M",0,1,3.67,1190,"Arts & Letters",0,1,3.288
464,6,6,"F",1,0,3.7,1190,"Arts & Letters",0,0,NA
465,7,7,"M",1,0,3.75,1310,"Arts & Letters",0,0,NA
466,6,7,"F",1,0,4.2,1430,"Math & Science",1,0,NA
467,3,3,"F",1,0,3.3,1170,"Arts & Letters",0,0,NA
468,5,5,"M",1,0,3.32,1270,"Math & Science",0,0,NA
469,6,6,"F",0,0,3.5,1080,"Math & Science",0,0,NA
470,7,4,"M",1,0,3.7,1180,"Math & Science",0,0,NA
471,3,3,"M",0,0,4.3,1270,"Math & Science",0,0,NA
472,6,7,"M",1,0,3.83,1110,"Business & Economics",0,0,NA
473,6,4,"F",0,0,4.35,1460,"Math & Science",1,0,NA
474,4,7,"F",0,0,4.36,1360,"Math & Science",1,0,NA
475,6,6,"M",0,0,3.5,1300,"Arts & Letters",0,0,NA
476,7,6,"M",1,0,3.55,1260,"Math & Science",1,0,NA
477,7,7,"M",1,0,3.9,1360,"Business & Economics",1,0,NA
478,7,6,"F",1,0,4.2,1440,"Arts & Letters",1,0,NA
479,6,6,"F",0,0,3.88,1150,"Math & Science",1,0,NA
480,6,4,"M",1,0,3.35,1400,"Arts & Letters",0,0,NA
481,6,6,"M",1,0,2.95,1210,"Business & Economics",0,0,NA
482,6,6,"F",1,0,3.7,1270,"Business & Economics",1,0,NA
483,3,6,"M",0,0,3.35,1340,"Business & Economics",1,0,NA
484,7,6,"F",1,0,4.25,1290,"Business & Economics",1,0,NA
485,7,7,"F",1,0,4.12,1300,"Math & Science",1,0,NA
486,7,6,"M",1,0,3.36,1140,"Business & Economics",0,0,NA
487,3,4,"F",1,0,3.3,1080,"Arts & Letters",0,0,NA
488,6,6,"F",1,0,4.15,1170,"Business & Economics",1,0,NA
489,6,3,"M",1,0,4.23,1340,"Math & Science",0,0,NA
490,3,6,"F",1,0,3.59,1180,"Arts & Letters",1,1,2.854
491,4,7,"M",1,0,3.45,1250,"Arts & Letters",0,0,NA
492,3,7,"F",1,0,3.86,1110,"Math & Science",1,1,0.757
493,6,6,"F",0,0,3.59,1280,"Arts & Letters",0,0,NA
494,7,7,"M",1,0,3.95,1410,"Business & Economics",1,0,NA
495,4,6,"F",1,0,4.33,1540,"Math & Science",1,1,3.245
496,4,6,"M",1,0,4.3,1280,"Math & Science",1,1,3.182
497,7,7,"M",1,0,4,1400,"Arts & Letters",0,0,NA
498,7,7,"M",1,0,2.7,950,"Math & Science",0,0,NA
499,6,7,"F",1,0,3.29,1380,"Business & Economics",0,0,NA
500,6,4,"F",1,0,3.1,1060,"Arts & Letters",0,0,NA
501,4,4,"M",1,0,4,1260,"Math & Science",1,1,2.926
502,7,7,"M",0,1,4.17,1290,"Math & Science",1,0,NA
503,3,4,"F",0,0,4.25,1520,"Math & Science",1,0,NA
504,6,6,"F",1,0,3.75,1190,"Business & Economics",1,1,2.691
505,7,7,"M",0,0,3.35,990,"Math & Science",0,0,NA
506,7,6,"F",1,0,3.38,1370,"Arts & Letters",0,0,NA
507,6,6,"F",1,0,3.59,1040,"Arts & Letters",0,0,NA
508,6,1,"M",0,0,3.71,930,"Business & Economics",1,1,3.024
509,7,4,"M",1,0,4.09,1560,"Math & Science",1,0,NA
510,7,6,"M",1,0,4.4,1600,"Math & Science",1,0,NA
511,6,6,"M",1,0,4.3,1380,"Arts & Letters",0,0,NA
512,7,6,"M",1,0,3.79,1370,"Business & Economics",1,1,3.376
513,3,4,"F",1,0,4.12,1020,"Math & Science",0,0,NA
514,7,7,"M",1,0,3.65,1180,"Arts & Letters",0,0,NA
515,7,6,"M",0,0,3.41,1000,"Arts & Letters",0,0,NA
516,6,7,"F",1,0,3.97,1170,"Business & Economics",1,0,NA
517,4,3,"M",0,0,3.24,1140,"Math & Science",1,0,NA
518,7,6,"F",1,0,3.55,1280,"Business & Economics",0,0,NA
519,4,6,"F",1,0,3.9,1460,"Math & Science",1,0,NA
520,4,4,"M",1,0,4.27,1310,"Math & Science",1,0,NA
521,3,6,"F",0,1,2.96,810,"Math & Science",0,0,NA
522,7,5,"F",1,0,4.12,1150,"Arts & Letters",0,0,NA
523,7,7,"F",0,0,3.64,1180,"Math & Science",0,0,NA
524,4,5,"F",0,1,4.14,1250,"Business & Economics",1,1,3.474
525,6,4,"F",1,0,3.73,1420,"Math & Science",1,1,3.813
526,6,6,"M",1,0,4.09,1240,"Business & Economics",0,0,NA
527,6,6,"F",1,0,3.48,1240,"Arts & Letters",0,0,NA
528,6,6,"F",1,0,3.95,1370,"Arts & Letters",0,1,3.68
529,7,4,"M",1,0,3.2,1100,"Math & Science",0,0,NA
530,4,4,"M",0,0,3.36,1190,"Math & Science",0,0,NA
531,6,6,"F",1,0,4.33,1460,"Arts & Letters",1,0,NA
532,4,7,"F",1,0,4.07,1380,"Math & Science",1,0,NA
533,6,7,"M",0,0,3,1490,"Math & Science",0,0,NA
534,3,6,"F",0,0,3.6,1200,"Business & Economics",0,0,NA
535,7,6,"F",1,0,3.94,1140,"Business & Economics",0,0,NA
536,6,3,"M",0,0,3.45,1060,"Math & Science",0,0,NA
537,1,1,"F",0,1,4.42,1170,"Math & Science",1,0,NA
538,7,6,"F",1,0,3.85,1280,"Business & Economics",1,1,2.094
539,4,5,"F",1,0,3.86,1250,"Math & Science",0,0,NA
540,7,6,"M",1,0,4.17,1300,"Math & Science",1,0,NA
541,7,6,"F",1,0,3.67,1270,"Math & Science",0,0,NA
542,6,6,"M",0,0,3.52,1160,"Business & Economics",0,0,NA
543,2,3,"F",0,0,3.76,1210,"Arts & Letters",0,0,NA
544,7,3,"F",1,0,3.59,1210,"Arts & Letters",0,0,NA
545,4,7,"F",1,0,3.92,1340,"Arts & Letters",0,0,NA
546,6,6,"M",1,0,3.1,1100,"Math & Science",0,0,NA
547,5,6,"F",0,1,4,1100,"Arts & Letters",1,0,NA
548,7,7,"M",1,0,4.21,1270,"Arts & Letters",0,0,NA
549,6,6,"M",0,0,3.43,1000,"Business & Economics",0,0,NA
550,4,6,"F",0,0,3.75,1390,"Math & Science",0,0,NA
551,5,6,"M",0,0,3.35,1110,"Math & Science",0,0,NA
552,6,6,"F",1,0,3.89,940,"Arts & Letters",0,0,NA
553,7,5,"F",1,0,4.17,1190,"Arts & Letters",0,1,3.788
554,4,4,"F",1,0,3.72,1320,"Math & Science",0,0,NA
555,6,6,"F",1,0,4.04,1320,"Arts & Letters",1,0,NA
556,6,4,"F",0,0,3.62,1180,"Math & Science",1,1,3.23
557,7,6,"F",0,0,4.22,1200,"Arts & Letters",1,0,NA
558,6,6,"M",1,0,3.2,1150,"Arts & Letters",0,0,NA
559,4,7,"F",1,0,3.91,1190,"Arts & Letters",1,1,2.686
560,6,5,"M",1,0,3.73,1300,"Math & Science",1,0,NA
561,7,6,"F",1,0,3.33,1200,"Arts & Letters",0,0,NA
562,7,6,"F",1,0,3.5,1210,"Business & Economics",1,0,NA
563,6,7,"F",1,0,3.6,1170,"Math & Science",0,0,NA
564,6,7,"M",1,0,3.19,1090,"Business & Economics",0,0,NA
565,6,4,"F",1,0,4.35,1210,"Math & Science",1,1,3.83
566,2,3,"F",0,0,4,1350,"Business & Economics",1,0,NA
567,5,6,"F",0,0,3.95,1110,"Arts & Letters",1,1,3.036
568,6,4,"F",0,0,3.54,950,"Math & Science",0,0,NA
569,6,6,"M",0,0,3.36,1330,"Arts & Letters",0,0,NA
570,7,5,"M",0,1,3,970,"Business & Economics",0,0,NA
571,4,6,"F",1,0,3.16,1070,"Arts & Letters",0,0,NA
572,4,6,"F",1,0,3.27,1110,"Math & Science",0,0,NA
573,3,3,"F",0,0,3.83,1440,"Business & Economics",1,1,3.823
574,6,7,"M",1,0,3.25,1300,"Arts & Letters",0,0,NA
575,7,6,"F",0,1,4.08,1340,"Math & Science",1,0,NA
576,7,5,"M",1,0,2.86,920,"Math & Science",0,1,2.722
577,3,7,"F",1,0,4,1320,"Business & Economics",1,1,3.028
578,7,7,"M",1,0,3.83,1280,"Math & Science",0,0,NA
579,7,3,"F",1,0,3.62,1060,"Arts & Letters",0,0,NA
580,6,4,"M",1,0,3.76,1260,"Arts & Letters",1,0,NA
581,7,7,"M",1,0,3.95,1270,"Business & Economics",1,1,3.066
582,4,5,"M",1,0,3.84,1440,"Math & Science",1,1,3.306
583,7,6,"F",1,0,3.55,1070,"Arts & Letters",0,0,NA
584,7,7,"M",1,0,3.64,1230,"Arts & Letters",1,1,3.347
585,7,7,"F",1,0,3.95,1480,"Math & Science",1,0,NA
586,4,5,"F",0,1,3.55,1150,"Arts & Letters",0,0,NA
587,7,6,"F",1,0,4.27,1120,"Math & Science",1,0,NA
588,7,6,"M",1,0,4.21,1190,"Math & Science",1,1,3.704
589,7,6,"M",0,1,3.5,1180,"Math & Science",0,0,NA
590,3,2,"M",1,0,3.88,1160,"Arts & Letters",0,0,NA
591,7,6,"F",1,0,4.23,1160,"Math & Science",1,0,NA
592,4,4,"M",0,0,3.46,1120,"Arts & Letters",0,0,NA
593,4,5,"F",0,0,3.95,1240,"Math & Science",1,0,NA
594,4,7,"M",1,0,4.14,1350,"Arts & Letters",1,0,NA
595,7,7,"M",0,0,3.41,1280,"Math & Science",0,0,NA
596,7,6,"M",1,0,3.45,1230,"Arts & Letters",0,0,NA
597,4,4,"M",1,0,3.94,1150,"Arts & Letters",0,1,2.865
598,6,7,"M",1,0,3.6,1370,"Business & Economics",0,1,3.132
599,6,6,"F",1,0,3.95,1250,"Business & Economics",1,1,3.136
600,6,7,"F",1,0,4.15,1370,"Arts & Letters",0,1,2.504
601,6,6,"M",1,0,3.17,1290,"Math & Science",0,0,NA
602,6,6,"F",1,0,3.41,1050,"Math & Science",0,0,NA
603,7,6,"M",1,0,3.85,1350,"Math & Science",0,0,NA
604,5,5,"F",1,0,3.85,1500,"Math & Science",1,1,2.704
605,3,6,"F",1,0,3.64,1290,"Business & Economics",0,0,NA
606,7,7,"F",1,0,3.48,1390,"Business & Economics",1,0,NA
607,7,7,"M",0,1,3.88,1130,"Arts & Letters",1,0,NA
608,6,6,"M",0,0,3.29,1280,"Math & Science",1,1,2.979
609,7,6,"M",1,0,4.3,1470,"Arts & Letters",0,0,NA
610,7,7,"M",1,0,3.73,1520,"Arts & Letters",1,0,NA
611,6,4,"F",1,0,3.77,1210,"Arts & Letters",0,1,2.97
612,7,4,"F",0,0,3.62,930,"Arts & Letters",0,0,NA
613,7,7,"F",1,0,3.73,1300,"Math & Science",1,1,2.818
614,6,5,"F",1,0,4,1260,"Business & Economics",1,0,NA
615,6,5,"M",0,0,3.29,1090,"Business & Economics",0,0,NA
616,7,7,"F",0,0,3.96,1310,"Arts & Letters",1,0,NA
617,6,7,"F",1,0,4.12,1290,"Math & Science",1,1,2.929
618,6,7,"F",0,1,3.48,1090,"Arts & Letters",0,0,NA
619,7,6,"F",1,0,3.39,1400,"Arts & Letters",0,0,NA
620,7,7,"M",1,0,3.62,1230,"Business & Economics",0,0,NA
621,4,6,"F",0,0,3.58,1100,"Arts & Letters",1,0,NA
622,7,6,"F",1,0,4.17,1170,"Math & Science",1,1,3.302
623,7,7,"M",1,0,3.4,1050,"Business & Economics",0,0,NA
624,6,3,"M",1,0,4.04,1250,"Math & Science",0,0,NA
625,1,1,"F",0,0,4.4,1110,"Math & Science",1,0,NA
626,2,2,"M",0,0,4,950,"Arts & Letters",1,1,3.381
627,6,6,"M",0,0,3.9,1100,"Math & Science",0,0,NA
628,7,6,"M",1,0,3.47,930,"Math & Science",0,0,NA
629,7,7,"F",1,0,4.33,1290,"Math & Science",1,1,3.47
630,6,6,"M",1,0,3.56,1050,"Arts & Letters",0,0,NA
631,4,7,"M",1,0,4.05,1100,"Business & Economics",1,1,3.078
632,7,7,"M",1,0,3.52,1180,"Business & Economics",0,0,NA
633,6,7,"M",0,1,3,1020,"Business & Economics",0,0,NA
634,6,7,"F",1,0,3.36,1200,"Math & Science",0,0,NA
635,7,6,"M",1,0,4,1400,"Business & Economics",1,0,NA
636,4,7,"M",1,0,4.05,1410,"Business & Economics",1,1,3.325
637,7,7,"M",1,0,3.33,1380,"Math & Science",0,0,NA
638,3,3,"M",1,0,3.65,1400,"Math & Science",0,0,NA
639,4,6,"F",0,0,3.64,1070,"Math & Science",1,1,3.336
640,3,6,"M",0,0,3.5,1320,"Business & Economics",0,0,NA
641,7,4,"M",1,0,3.77,1370,"Math & Science",1,1,2.787
642,6,6,"M",0,1,3.85,1190,"Math & Science",1,0,NA
643,6,6,"M",1,0,3.62,1230,"Business & Economics",0,0,NA
644,3,2,"M",0,0,3.73,1090,"Business & Economics",1,0,NA
645,4,4,"F",1,0,3.75,1190,"Math & Science",1,1,3.028
646,7,6,"F",0,1,4.14,1280,"Business & Economics",0,0,NA
647,7,7,"M",1,0,3.81,1410,"Math & Science",0,0,NA
648,6,6,"M",1,0,4.27,1540,"Business & Economics",1,1,3.764
649,6,7,"F",1,0,3.73,1130,"Arts & Letters",0,0,NA
650,1,2,"F",0,0,3.35,1010,"Arts & Letters",0,0,NA
651,7,6,"F",1,0,3.58,1270,"Arts & Letters",0,1,3.219
652,5,6,"F",1,0,3.6,1120,"Math & Science",0,0,NA
653,6,6,"F",1,0,4.12,1190,"Arts & Letters",1,0,NA
654,6,6,"M",1,0,3.62,1280,"Arts & Letters",1,1,3.362
655,7,4,"M",1,0,3.35,1260,"Math & Science",0,0,NA
656,2,7,"F",1,0,3.6,1150,"Math & Science",0,0,NA
657,6,6,"F",1,0,3.09,1140,"Business & Economics",0,0,NA
658,7,7,"M",1,0,3.88,1230,"Math & Science",0,0,NA
659,6,6,"M",1,0,3.54,1360,"Math & Science",0,0,NA
660,7,6,"F",0,0,4.15,1300,"Math & Science",1,0,NA
661,4,7,"M",1,0,3.4,1310,"Math & Science",0,0,NA
662,5,7,"M",0,0,2.72,990,"Arts & Letters",0,0,NA
663,4,4,"F",0,1,3.92,1190,"Math & Science",0,0,NA
664,3,3,"F",0,1,4.18,1270,"Math & Science",1,0,NA
665,6,6,"F",0,1,4.17,1410,"Math & Science",1,0,NA
666,6,6,"M",0,1,3.27,1290,"Business & Economics",0,0,NA
667,7,7,"F",0,0,4.32,1410,"Arts & Letters",1,0,NA
668,6,6,"F",1,0,4.12,1280,"Business & Economics",1,0,NA
669,4,6,"F",0,1,4.04,1330,"Arts & Letters",1,0,NA
670,2,3,"F",0,0,3.73,1000,"Math & Science",0,0,NA
671,6,3,"M",1,0,3.72,1350,"Business & Economics",1,0,NA
672,3,5,"M",1,0,2.85,1090,"Math & Science",0,0,NA
673,2,2,"F",0,1,4.23,1190,"Math & Science",1,0,NA
674,3,6,"F",0,1,3.46,1250,"Arts & Letters",0,0,NA
675,6,4,"F",0,1,4.17,1380,"Math & Science",1,0,NA
676,4,7,"F",1,0,4,1260,"Math & Science",0,0,NA
677,1,1,"F",0,0,2.67,770,"Arts & Letters",0,0,NA
678,1,1,"F",0,0,3.65,880,"Math & Science",0,0,NA
679,6,4,"F",0,0,4,1300,"Arts & Letters",0,0,NA
680,2,1,"M",0,0,3.86,1090,"Arts & Letters",1,0,NA
681,6,6,"M",0,0,3,1020,"Math & Science",0,0,NA
682,4,3,"F",0,0,3.75,1170,"Math & Science",0,0,NA
683,2,2,"M",1,0,4.15,1550,"Math & Science",1,0,NA
684,3,5,"F",0,0,3.87,1330,"Arts & Letters",0,0,NA
685,3,3,"M",0,0,3.92,1200,"Math & Science",1,0,NA
686,2,6,"M",0,0,2.6,770,"Arts & Letters",0,0,NA
687,3,4,"F",1,0,2.5,950,"Arts & Letters",0,0,NA
688,2,5,"F",0,0,4.07,1230,"Math & Science",1,1,3.078
689,6,6,"M",0,1,3.22,1210,"Math & Science",1,0,NA
690,6,6,"F",0,1,4.08,1100,"Math & Science",1,0,NA
691,3,5,"F",0,1,3.69,1170,"Arts & Letters",0,0,NA
692,2,4,"F",0,0,2.63,1130,"Arts & Letters",0,0,NA
693,4,4,"F",1,0,3.82,1100,"Business & Economics",0,0,NA
694,7,6,"F",1,0,3.84,1230,"Math & Science",1,0,NA
695,1,1,"F",0,0,3.5,660,"Arts & Letters",0,0,NA
696,7,7,"F",1,0,3.4,1050,"Arts & Letters",0,0,NA
697,7,7,"F",0,0,4.27,1450,"Math & Science",1,0,NA
698,5,5,"F",0,0,4,950,"Business & Economics",0,0,NA
699,1,2,"M",0,1,3.25,690,"Business & Economics",0,0,NA
700,3,3,"F",0,0,3.29,1010,"Math & Science",0,0,NA
701,7,7,"F",1,0,3.75,910,"Math & Science",1,1,2.876
702,7,6,"F",1,0,3.54,1290,"Math & Science",0,0,NA
703,6,7,"F",1,0,2.83,1040,"Math & Science",0,0,NA
704,1,1,"F",0,0,4.27,1230,"Arts & Letters",1,0,NA
705,3,2,"F",1,0,2.93,1100,"Math & Science",0,0,NA
706,1,1,"F",0,0,3.91,990,"Math & Science",1,0,NA
707,6,6,"F",1,0,3.86,980,"Arts & Letters",0,1,3.026
708,4,3,"F",0,1,4.12,1390,"Math & Science",1,0,NA
709,2,1,"M",0,1,4.15,1150,"Math & Science",0,0,NA
710,5,4,"F",0,0,3.36,1280,"Math & Science",1,1,1.981
711,7,7,"F",1,0,3.55,1020,"Math & Science",0,0,NA
712,7,6,"M",1,0,3.45,1350,"Business & Economics",0,0,NA
713,6,6,"M",1,0,4.09,1210,"Business & Economics",1,0,NA
714,4,4,"M",1,0,3.56,1130,"Business & Economics",0,0,NA
715,6,5,"M",1,0,3.9,1200,"Business & Economics",1,1,3.575
716,7,7,"F",1,0,3.78,1360,"Math & Science",0,0,NA
717,7,6,"M",0,0,3.57,1390,"Business & Economics",0,0,NA
718,6,4,"F",1,0,3.18,940,"Business & Economics",0,0,NA
719,3,3,"M",0,1,2.87,1200,"Math & Science",0,0,NA
720,5,5,"F",1,0,3.48,1150,"Business & Economics",0,0,NA
721,4,5,"F",1,0,3.4,1030,"Arts & Letters",0,0,NA
722,7,6,"F",1,0,3.86,1250,"Business & Economics",1,0,NA
723,6,3,"M",0,0,3.73,1230,"Business & Economics",0,0,NA
724,7,6,"F",1,0,3.64,1310,"Math & Science",1,1,2.292
725,6,7,"M",0,0,3.6,1190,"Math & Science",0,0,NA
726,7,6,"M",1,0,4.18,1470,"Business & Economics",1,0,NA
727,1,2,"F",0,0,2.62,770,"Arts & Letters",0,0,NA
728,6,6,"M",1,0,2.42,1210,"Arts & Letters",0,0,NA
729,6,6,"F",0,1,3.59,1070,"Math & Science",0,0,NA
730,6,6,"F",1,0,4.05,1390,"Arts & Letters",0,0,NA
731,7,6,"F",1,0,3.55,1370,"Business & Economics",0,0,NA
732,6,6,"F",1,0,3.95,1120,"Math & Science",1,1,3.013
733,6,6,"M",0,0,3.56,1140,"Arts & Letters",0,0,NA
734,3,6,"M",1,0,3.62,1430,"Arts & Letters",0,0,NA
735,7,6,"F",1,0,3.45,1250,"Business & Economics",1,1,2.876
736,6,7,"M",1,0,3.81,1170,"Arts & Letters",0,0,NA
737,5,7,"M",1,0,3.45,1080,"Business & Economics",1,0,NA
738,6,7,"F",1,0,3.62,1270,"Math & Science",1,0,NA
739,7,7,"F",1,0,3.73,1110,"Arts & Letters",1,0,NA
740,6,5,"M",1,0,3.85,1150,"Math & Science",0,0,NA
741,1,1,"F",0,1,3.85,1270,"Arts & Letters",0,0,NA
742,7,6,"M",1,0,4.4,1290,"Math & Science",1,0,NA
743,4,4,"F",1,0,4.15,1160,"Math & Science",1,0,NA
744,7,6,"M",1,0,3.5,1130,"Arts & Letters",0,0,NA
745,5,7,"M",1,0,3.6,1390,"Arts & Letters",1,1,3.817
746,3,3,"F",1,0,3.46,1010,"Business & Economics",0,0,NA
747,7,6,"M",1,0,3.3,1150,"Business & Economics",0,0,NA
748,7,6,"M",1,0,4.1,1460,"Business & Economics",1,0,NA
749,3,3,"M",0,1,3.64,1170,"Math & Science",0,0,NA
750,6,6,"M",0,0,3.58,1330,"Arts & Letters",1,0,NA
751,7,6,"M",0,1,4.14,1420,"Business & Economics",1,0,NA
752,7,7,"M",0,0,3.62,1100,"Arts & Letters",0,0,NA
753,6,6,"M",0,1,4,1170,"Math & Science",0,0,NA
754,6,5,"F",1,0,3.5,1060,"Business & Economics",0,0,NA
755,6,6,"F",1,0,3.5,950,"Arts & Letters",0,0,NA
756,6,6,"M",1,0,4.17,1150,"Math & Science",1,0,NA
757,6,6,"F",1,0,3.55,1430,"Arts & Letters",0,1,3.73
758,6,7,"M",1,0,4.09,1170,"Math & Science",0,0,NA
759,4,4,"M",1,0,4.22,1390,"Math & Science",1,0,NA
760,7,6,"F",1,0,4.07,1230,"Math & Science",1,0,NA
761,7,7,"M",1,0,2.82,1380,"Arts & Letters",1,1,2.719
762,7,4,"F",1,0,3.6,1160,"Business & Economics",0,0,NA
763,3,3,"M",0,0,3.05,1070,"Business & Economics",0,0,NA
764,6,4,"F",0,1,4.4,1320,"Arts & Letters",0,0,NA
765,7,5,"M",0,1,3.1,1130,"Business & Economics",0,0,NA
766,7,5,"M",0,1,3.77,1340,"Business & Economics",0,0,NA
767,1,1,"M",0,0,3,990,"Math & Science",0,0,NA
768,6,4,"M",1,0,3.17,1020,"Business & Economics",0,0,NA
769,6,6,"F",1,0,3.82,1140,"Math & Science",0,0,NA
770,4,4,"M",1,0,3.5,1300,"Math & Science",0,0,NA
771,3,5,"F",0,0,3.36,1000,"Math & Science",0,0,NA
772,2,2,"F",0,1,3.41,1260,"Math & Science",1,1,3.276
773,6,6,"M",1,0,4.09,1270,"Arts & Letters",0,0,NA
774,7,3,"M",1,0,2.45,1240,"Math & Science",0,0,NA
775,7,7,"F",0,1,4.04,1300,"Business & Economics",1,1,2.966
776,6,4,"F",1,0,4.17,1270,"Arts & Letters",0,0,NA
777,6,4,"F",1,0,4.04,1140,"Arts & Letters",0,0,NA
778,5,4,"F",0,0,3.17,1060,"Math & Science",0,0,NA
779,6,4,"M",1,0,3.73,1030,"Business & Economics",0,0,NA
780,6,3,"F",1,0,3.23,1220,"Arts & Letters",0,0,NA
781,6,7,"F",1,0,4.17,1390,"Math & Science",1,0,NA
782,7,7,"F",1,0,3.96,1160,"Math & Science",1,1,3.146
783,3,5,"M",1,0,3.58,1240,"Math & Science",0,0,NA
784,6,6,"F",1,0,4.17,1430,"Arts & Letters",1,1,3.932
785,7,7,"M",1,0,3.5,1240,"Math & Science",0,0,NA
786,6,6,"F",1,0,3.14,1250,"Math & Science",0,0,NA
787,4,4,"F",1,0,4.29,1150,"Arts & Letters",1,0,NA
788,4,4,"F",0,0,3.29,1060,"Math & Science",0,0,NA
789,6,4,"M",0,0,3.52,1140,"Math & Science",0,0,NA
790,6,6,"M",1,0,4.21,1280,"Business & Economics",1,0,NA
791,3,7,"F",1,0,3.47,1480,"Math & Science",1,0,NA
792,7,7,"F",1,0,4.27,1290,"Business & Economics",1,1,3.937
