"Applicant","Edu_Parent1","Edu_Parent2","Sex","White","Asian","HSGPA","SAT_ACT","College","Admitted","Enrolled","College_GPA"
12421,1,1,"F",0,1,3.86,950,"Arts & Letters",1,0,NA
12422,6,4,"F",0,0,3.62,1540,"Math & Science",1,0,NA
12423,4,4,"F",0,1,1.88,1060,"Math & Science",0,0,NA
12424,3,3,"F",0,1,3.77,750,"Math & Science",0,0,NA
12425,7,5,"F",0,1,4.14,1480,"Math & Science",1,0,NA
12426,3,1,"M",0,0,3.6,790,"Business & Economics",0,0,NA
12427,2,6,"F",1,0,3.39,1340,"Math & Science",0,0,NA
12428,3,4,"F",0,0,3.05,950,"Math & Science",0,0,NA
12429,4,4,"F",1,0,3.39,1010,"Business & Economics",1,1,1.863
12430,5,6,"F",0,1,3.5,1090,"Math & Science",0,0,NA
12431,6,3,"M",1,0,3.45,1070,"Arts & Letters",0,0,NA
12432,3,4,"M",0,0,1.62,680,"Math & Science",0,0,NA
12433,6,6,"F",0,1,3,1040,"Business & Economics",0,0,NA
12434,6,4,"F",0,0,3.5,1360,"Math & Science",1,0,NA
12435,1,1,"F",0,0,3.72,1190,"Arts & Letters",1,0,NA
12436,6,3,"F",1,0,3.32,1120,"Arts & Letters",0,0,NA
12437,2,3,"M",0,0,3.23,980,"Arts & Letters",0,0,NA
12438,3,3,"F",1,0,3.42,1050,"Arts & Letters",0,0,NA
12439,6,6,"M",1,0,3.23,1120,"Arts & Letters",0,0,NA
12440,3,3,"F",0,0,3.75,1230,"Arts & Letters",0,0,NA
12441,3,3,"M",1,0,3.11,990,"Math & Science",0,0,NA
12442,7,4,"M",1,0,3.72,1270,"Arts & Letters",1,0,NA
12443,2,6,"F",0,1,3.7,950,"Business & Economics",1,1,2.982
12444,6,4,"M",1,0,3.95,1230,"Math & Science",0,0,NA
12445,7,6,"F",0,1,3.59,1250,"Arts & Letters",0,0,NA
12446,6,3,"F",1,0,0,1210,"Arts & Letters",0,0,NA
12447,5,3,"F",0,0,4.16,1240,"Math & Science",1,1,2.714
12448,1,1,"F",0,0,2.8,800,"Business & Economics",0,0,NA
12449,4,4,"F",1,0,2.91,1040,"Math & Science",0,0,NA
12450,6,6,"M",1,0,3.17,1340,"Math & Science",0,0,NA
12451,6,4,"M",1,0,4.18,1230,"Business & Economics",1,1,2.684
12452,4,3,"F",1,0,3.7,1020,"Arts & Letters",0,0,NA
12453,1,1,"F",0,0,3.58,860,"Business & Economics",0,0,NA
12454,7,7,"M",1,0,3.3,1190,"Arts & Letters",0,0,NA
12455,7,6,"F",1,0,2.73,1150,"Math & Science",0,0,NA
12456,4,5,"M",0,0,3.06,1020,"Business & Economics",0,0,NA
12457,7,7,"M",1,0,3.82,1230,"Business & Economics",1,1,2.685
12458,6,6,"M",1,0,3.6,1200,"Business & Economics",0,0,NA
12459,6,5,"F",1,0,4.23,1230,"Arts & Letters",1,0,NA
12460,6,6,"F",0,1,3.42,1230,"Business & Economics",0,0,NA
12461,7,7,"M",1,0,3.25,1290,"Arts & Letters",0,0,NA
12462,3,3,"F",0,0,3.33,1100,"Business & Economics",0,0,NA
12463,5,6,"F",0,1,3.88,1220,"Math & Science",1,0,NA
12464,6,4,"M",0,0,3.62,1200,"Business & Economics",1,0,NA
12465,5,7,"F",1,0,3.64,1230,"Arts & Letters",0,0,NA
12466,3,1,"M",0,0,3.55,1060,"Math & Science",0,0,NA
12467,4,5,"M",1,0,3.56,1030,"Arts & Letters",0,0,NA
12468,2,2,"F",0,0,3.86,1000,"Arts & Letters",0,0,NA
12469,6,6,"F",1,0,3.55,1210,"Arts & Letters",0,0,NA
12470,2,6,"F",1,0,3.18,1140,"Math & Science",0,0,NA
12471,1,1,"F",0,0,3.77,1060,"Math & Science",0,0,NA
12472,7,6,"M",1,0,4.09,1390,"Math & Science",1,0,NA
12473,3,5,"F",0,0,3.41,970,"Arts & Letters",0,0,NA
12474,6,3,"M",1,0,3.92,1300,"Math & Science",1,1,3.008
12475,7,6,"M",1,0,3.78,1260,"Math & Science",0,0,NA
12476,3,3,"M",1,0,3.73,1230,"Business & Economics",1,0,NA
12477,6,7,"M",1,0,4,1370,"Math & Science",1,0,NA
12478,5,6,"F",1,0,4.27,1330,"Arts & Letters",1,0,NA
12479,7,4,"F",1,0,4.18,1360,"Math & Science",1,0,NA
12480,6,6,"F",0,1,4,1420,"Business & Economics",1,0,NA
12481,6,6,"F",0,0,3.57,1150,"Arts & Letters",0,0,NA
12482,4,3,"M",1,0,4.18,1350,"Math & Science",1,1,3.344
12483,6,6,"F",1,0,4.18,1290,"Math & Science",1,0,NA
12484,3,3,"M",0,0,3.5,990,"Arts & Letters",0,0,NA
12485,1,1,"M",0,0,2.85,950,"Arts & Letters",0,0,NA
12486,7,6,"M",0,0,2.89,1000,"Business & Economics",0,0,NA
12487,4,3,"F",1,0,4.08,1120,"Math & Science",1,0,NA
12488,4,6,"F",1,0,3.76,1200,"Math & Science",0,0,NA
12489,6,6,"F",1,0,3.54,1120,"Arts & Letters",0,0,NA
12490,1,1,"M",0,0,2.77,860,"Arts & Letters",0,0,NA
12491,2,1,"F",0,1,3.9,1150,"Math & Science",1,0,NA
12492,1,2,"M",0,1,3.67,1120,"Business & Economics",1,0,NA
12493,5,6,"F",1,0,3.11,1090,"Arts & Letters",0,0,NA
12494,7,6,"M",1,0,3.5,1260,"Arts & Letters",0,0,NA
12495,7,6,"M",1,0,3.33,1020,"Arts & Letters",0,0,NA
12496,7,4,"F",0,0,4.24,1290,"Math & Science",0,0,NA
12497,1,4,"F",0,0,3.1,1110,"Arts & Letters",0,0,NA
12498,6,3,"M",0,0,3.23,1420,"Business & Economics",0,0,NA
12499,6,4,"F",1,0,4.32,1080,"Arts & Letters",0,0,NA
12500,3,6,"F",1,0,4.13,1380,"Business & Economics",1,1,3.172
12501,6,6,"M",1,0,3,1300,"Math & Science",0,0,NA
12502,6,6,"F",0,1,2.91,1050,"Arts & Letters",0,0,NA
12503,5,5,"M",1,0,3.67,1090,"Business & Economics",0,0,NA
12504,7,6,"F",1,0,3.58,1040,"Arts & Letters",0,0,NA
12505,1,1,"M",0,0,3.06,1010,"Math & Science",0,0,NA
12506,7,7,"F",1,0,3.65,1190,"Math & Science",0,0,NA
12507,5,4,"F",1,0,3.79,1010,"Business & Economics",0,0,NA
12508,7,6,"M",0,1,3.75,1160,"Business & Economics",0,0,NA
12509,4,4,"F",0,0,4,1180,"Math & Science",0,0,NA
12510,4,7,"F",1,0,4,1160,"Business & Economics",0,0,NA
12511,6,6,"M",1,0,2.29,1160,"Math & Science",0,0,NA
12512,6,4,"F",1,0,3.18,1150,"Arts & Letters",0,0,NA
12513,4,4,"F",1,0,3.08,1110,"Math & Science",0,0,NA
12514,6,6,"F",0,1,3.85,950,"Business & Economics",1,0,NA
12515,6,6,"M",0,1,3.57,1100,"Math & Science",0,0,NA
12516,3,3,"F",1,0,4.14,1170,"Arts & Letters",1,0,NA
12517,6,5,"F",0,1,4.09,850,"Math & Science",1,0,NA
12518,1,1,"F",0,0,3.6,940,"Business & Economics",0,0,NA
12519,7,6,"M",0,1,3.21,1300,"Business & Economics",0,0,NA
12520,7,7,"F",1,0,3.36,1210,"Arts & Letters",0,0,NA
12521,3,3,"F",0,0,3.21,770,"Arts & Letters",0,0,NA
12522,1,4,"M",0,0,3.65,890,"Arts & Letters",0,0,NA
12523,1,2,"M",0,0,3.29,870,"Math & Science",0,0,NA
12524,4,3,"F",0,0,3,840,"Arts & Letters",0,0,NA
12525,1,1,"M",0,0,3.41,800,"Arts & Letters",0,0,NA
12526,3,3,"M",0,0,4,1130,"Arts & Letters",0,0,NA
12527,6,4,"M",1,0,4.2,1200,"Business & Economics",1,0,NA
12528,6,6,"F",0,1,3.96,1270,"Math & Science",1,0,NA
12529,6,4,"M",1,0,3.1,1090,"Business & Economics",0,0,NA
12530,6,7,"F",1,0,3.64,1180,"Arts & Letters",0,0,NA
12531,1,1,"F",0,0,2.95,790,"Arts & Letters",0,0,NA
12532,5,5,"M",0,1,3.33,1340,"Arts & Letters",0,0,NA
12533,7,7,"F",1,0,3.42,1230,"Arts & Letters",0,0,NA
12534,1,1,"M",0,0,3.65,770,"Math & Science",1,0,NA
12535,3,3,"F",1,0,3.73,1200,"Arts & Letters",0,0,NA
12536,2,2,"M",0,0,3.66,930,"Arts & Letters",0,0,NA
12537,5,7,"F",0,1,3.56,1200,"Arts & Letters",0,0,NA
12538,5,7,"M",1,0,3,930,"Math & Science",0,0,NA
12539,6,6,"M",1,0,4.2,1480,"Math & Science",1,0,NA
12540,7,4,"F",0,0,3.65,1260,"Arts & Letters",1,0,NA
12541,6,6,"M",1,0,4.28,1290,"Math & Science",1,1,3.066
12542,3,4,"F",0,1,3.56,1180,"Arts & Letters",0,0,NA
12543,6,6,"F",1,0,3.68,1140,"Arts & Letters",0,0,NA
12544,7,7,"M",1,0,3.5,1190,"Arts & Letters",0,1,2.999
12545,5,7,"F",1,0,3.59,1150,"Arts & Letters",1,0,NA
12546,7,7,"F",1,0,4,1170,"Arts & Letters",0,0,NA
12547,7,7,"F",1,0,3.89,1230,"Math & Science",0,0,NA
12548,2,6,"F",0,0,3.77,1170,"Arts & Letters",1,1,2.982
12549,5,5,"M",1,0,4.21,1230,"Math & Science",0,0,NA
12550,4,3,"F",1,0,3.55,960,"Math & Science",0,0,NA
12551,7,7,"M",1,0,3.56,1210,"Arts & Letters",0,0,NA
12552,3,4,"F",0,0,3.68,1170,"Math & Science",0,0,NA
12553,3,4,"M",0,0,3.69,990,"Business & Economics",0,0,NA
12554,3,3,"F",0,0,3,720,"Arts & Letters",0,0,NA
12555,7,4,"M",1,0,3.73,1300,"Arts & Letters",1,0,NA
12556,6,6,"F",1,0,3.38,1190,"Math & Science",0,0,NA
12557,2,6,"F",0,1,3.71,1080,"Math & Science",1,0,NA
12558,4,5,"M",1,0,3.5,1180,"Math & Science",0,0,NA
12559,6,7,"M",0,0,3.36,1330,"Math & Science",0,0,NA
12560,4,4,"M",1,0,3.57,1220,"Arts & Letters",0,0,NA
12561,1,1,"F",0,1,3.75,820,"Math & Science",0,0,NA
12562,7,5,"F",0,0,3.71,1350,"Arts & Letters",0,0,NA
12563,7,4,"F",0,1,3.7,1140,"Arts & Letters",0,1,2.897
12564,4,7,"M",1,0,2.5,1320,"Arts & Letters",0,0,NA
12565,4,4,"M",1,0,2.73,1180,"Arts & Letters",0,0,NA
12566,6,6,"M",1,0,3.92,1240,"Math & Science",0,0,NA
12567,2,5,"M",1,0,3.04,1140,"Math & Science",0,0,NA
12568,2,1,"F",0,1,3.91,1110,"Arts & Letters",1,0,NA
12569,6,6,"F",0,0,4.13,1310,"Math & Science",0,0,NA
12570,1,1,"F",0,1,3.6,1040,"Arts & Letters",1,0,NA
12571,6,5,"M",1,0,2.67,1320,"Arts & Letters",0,0,NA
12572,6,6,"F",0,0,3.5,1350,"Arts & Letters",0,0,NA
12573,6,4,"M",0,0,2.85,1140,"Business & Economics",0,0,NA
12574,3,3,"F",0,1,3.77,1270,"Business & Economics",1,0,NA
12575,4,5,"F",0,0,4.18,1290,"Math & Science",0,0,NA
12576,4,3,"F",0,0,2.86,810,"Business & Economics",0,0,NA
12577,3,3,"M",0,1,2.38,1290,"Math & Science",0,0,NA
12578,4,5,"M",0,1,4,1150,"Math & Science",1,0,NA
12579,6,6,"F",0,1,3.93,1230,"Math & Science",0,0,NA
12580,5,5,"F",1,0,4.23,1310,"Arts & Letters",1,0,NA
12581,7,5,"F",1,0,3.15,970,"Business & Economics",0,0,NA
12582,4,3,"F",0,1,3.4,1140,"Arts & Letters",0,0,NA
12583,2,3,"F",0,0,3.48,810,"Math & Science",0,0,NA
12584,6,6,"F",1,0,3.76,950,"Arts & Letters",0,0,NA
12585,3,3,"F",0,0,3.04,930,"Math & Science",0,0,NA
12586,7,7,"M",1,0,3.25,1220,"Math & Science",0,0,NA
12587,6,3,"M",0,1,4,1190,"Math & Science",0,0,NA
12588,5,6,"F",0,0,3,940,"Arts & Letters",0,0,NA
12589,7,6,"F",1,0,2.36,1020,"Math & Science",0,0,NA
12590,6,6,"F",1,0,2.95,1000,"Math & Science",0,0,NA
12591,3,3,"F",0,1,4.14,1120,"Math & Science",1,0,NA
12592,5,5,"F",1,0,2.9,1190,"Arts & Letters",0,0,NA
12593,4,7,"F",1,0,3.85,1210,"Arts & Letters",0,0,NA
12594,3,3,"F",0,0,3.24,1100,"Arts & Letters",0,0,NA
12595,7,7,"F",0,0,2.78,1170,"Arts & Letters",0,0,NA
12596,7,4,"M",1,0,3.05,1270,"Business & Economics",0,0,NA
12597,1,5,"F",0,0,2.91,1130,"Math & Science",0,0,NA
12598,7,7,"F",1,0,3.9,1330,"Business & Economics",1,1,3.63
12599,2,2,"M",0,0,3.9,1130,"Math & Science",1,0,NA
12600,2,2,"M",0,0,2.65,1010,"Business & Economics",0,0,NA
12601,5,7,"F",0,0,3.04,840,"Arts & Letters",0,0,NA
12602,3,4,"F",1,0,4.15,1050,"Math & Science",0,0,NA
12603,3,3,"F",1,0,3.78,1370,"Math & Science",1,0,NA
12604,6,4,"M",1,0,3.19,1140,"Arts & Letters",0,0,NA
12605,7,7,"M",0,1,2.83,1050,"Math & Science",0,0,NA
12606,4,4,"F",1,0,3.8,1300,"Business & Economics",1,0,NA
12607,3,2,"M",0,0,3.67,1060,"Arts & Letters",1,0,NA
12608,7,6,"F",0,1,3.11,1360,"Business & Economics",0,0,NA
12609,6,7,"F",1,0,3.92,1160,"Math & Science",0,0,NA
12610,6,6,"F",1,0,3.29,1040,"Business & Economics",0,0,NA
12611,7,7,"F",1,0,3.77,1340,"Arts & Letters",0,0,NA
12612,6,5,"F",0,1,4,1230,"Math & Science",0,0,NA
12613,6,6,"M",1,0,3.62,1190,"Business & Economics",0,0,NA
12614,5,3,"F",0,0,4.14,1410,"Arts & Letters",1,0,NA
12615,7,7,"M",1,0,3.67,1250,"Arts & Letters",0,0,NA
12616,3,6,"F",0,1,3.45,1340,"Math & Science",0,0,NA
12617,6,3,"M",0,0,4,1140,"Business & Economics",0,0,NA
12618,4,6,"M",0,1,3.79,1380,"Math & Science",1,0,NA
12619,7,7,"M",1,0,2.81,1360,"Math & Science",0,0,NA
12620,7,6,"F",0,1,3.86,1310,"Math & Science",0,0,NA
12621,1,1,"F",0,0,4.2,1040,"Math & Science",1,0,NA
12622,2,1,"F",0,1,3.21,1140,"Arts & Letters",0,0,NA
12623,4,3,"F",0,0,3.27,1100,"Arts & Letters",0,0,NA
12624,5,5,"M",0,0,3.6,990,"Math & Science",0,0,NA
12625,3,6,"F",0,0,3.61,960,"Arts & Letters",0,0,NA
12626,7,7,"M",0,0,4.18,1440,"Math & Science",1,0,NA
12627,6,6,"M",1,0,3.32,1380,"Arts & Letters",0,0,NA
12628,4,5,"M",0,1,3.58,1230,"Math & Science",0,0,NA
12629,3,3,"M",0,0,2.9,1360,"Arts & Letters",0,0,NA
12630,1,2,"F",0,0,3.61,850,"Arts & Letters",1,0,NA
12631,6,5,"M",0,1,4,1210,"Math & Science",0,0,NA
12632,6,7,"F",1,0,3.77,1280,"Arts & Letters",1,1,3.52
12633,4,5,"M",1,0,3.73,1170,"Math & Science",0,0,NA
12634,5,6,"F",1,0,3.29,1060,"Arts & Letters",0,0,NA
12635,2,4,"F",0,0,3.85,1010,"Math & Science",0,0,NA
12636,6,3,"M",0,1,3.32,1270,"Math & Science",0,0,NA
12637,6,6,"F",1,0,3.27,1290,"Arts & Letters",0,0,NA
12638,7,7,"M",0,0,3.11,1120,"Business & Economics",0,0,NA
12639,4,7,"M",1,0,3.65,1150,"Business & Economics",0,0,NA
12640,7,6,"F",0,0,2.55,1020,"Arts & Letters",0,0,NA
12641,7,3,"M",1,0,2.78,980,"Business & Economics",0,0,NA
12642,7,2,"F",1,0,3.32,1090,"Arts & Letters",0,0,NA
12643,3,4,"M",0,1,3.1,1150,"Math & Science",0,0,NA
12644,6,6,"M",1,0,3.4,1370,"Business & Economics",0,0,NA
12645,4,4,"F",1,0,4.17,1190,"Business & Economics",1,0,NA
12646,5,6,"M",1,0,3.55,1270,"Business & Economics",1,1,3.137
12647,6,6,"M",1,0,2.95,870,"Arts & Letters",0,0,NA
12648,1,2,"F",0,0,3.41,910,"Math & Science",0,0,NA
12649,2,7,"M",1,0,3.54,1230,"Arts & Letters",0,0,NA
12650,6,6,"M",1,0,3.05,1130,"Math & Science",0,0,NA
12651,1,1,"M",0,1,3.5,1180,"Math & Science",1,0,NA
12652,5,5,"M",1,0,3.5,1140,"Arts & Letters",0,0,NA
12653,1,3,"F",0,0,3.62,1110,"Arts & Letters",1,0,NA
12654,7,7,"F",0,1,3.53,1000,"Arts & Letters",0,0,NA
12655,7,6,"F",0,1,4,1570,"Arts & Letters",1,0,NA
12656,7,7,"M",0,1,4.04,1330,"Math & Science",1,0,NA
12657,3,6,"F",1,0,4.31,1310,"Math & Science",1,0,NA
12658,3,3,"F",1,0,3.86,1200,"Math & Science",1,0,NA
12659,6,6,"F",1,0,3.61,1500,"Math & Science",1,0,NA
12660,7,6,"M",1,0,3.15,990,"Math & Science",0,0,NA
12661,3,3,"F",0,1,3.46,1170,"Arts & Letters",0,0,NA
12662,1,2,"F",0,1,3.21,740,"Math & Science",0,0,NA
12663,7,6,"M",1,0,4,1300,"Math & Science",0,0,NA
12664,7,4,"F",1,0,3.3,1230,"Arts & Letters",0,0,NA
12665,1,1,"F",0,0,4.4,1340,"Arts & Letters",1,0,NA
12666,6,5,"F",0,0,3.4,1110,"Math & Science",0,0,NA
12667,4,6,"M",0,1,2.5,970,"Arts & Letters",0,0,NA
12668,3,1,"F",1,0,3.25,1030,"Arts & Letters",0,0,NA
12669,7,6,"F",1,0,4.04,1440,"Arts & Letters",1,0,NA
12670,4,4,"M",0,0,3.09,1090,"Math & Science",0,0,NA
12671,6,3,"F",0,0,3.33,1020,"Math & Science",0,0,NA
12672,7,6,"F",1,0,4.25,1510,"Math & Science",1,0,NA
12673,3,3,"M",0,0,3.68,1400,"Arts & Letters",1,0,NA
12674,6,6,"F",1,0,4.27,1270,"Math & Science",1,0,NA
12675,6,6,"M",1,0,3.71,1200,"Business & Economics",0,0,NA
12676,7,4,"F",1,0,3.82,1440,"Math & Science",1,0,NA
12677,3,3,"M",1,0,2.5,1000,"Business & Economics",0,0,NA
12678,3,3,"M",0,1,2.9,1250,"Business & Economics",0,0,NA
12679,7,4,"M",1,0,3.38,1340,"Arts & Letters",0,0,NA
12680,7,3,"F",0,0,3.33,1180,"Arts & Letters",0,0,NA
12681,6,6,"F",0,1,3.54,1270,"Arts & Letters",0,1,2.91
12682,6,6,"F",0,1,3.88,1400,"Arts & Letters",0,0,NA
12683,5,5,"F",0,1,3.57,980,"Business & Economics",0,0,NA
12684,7,3,"F",0,0,3.82,1370,"Arts & Letters",0,0,NA
12685,3,3,"F",0,1,3.58,920,"Business & Economics",0,0,NA
12686,5,5,"F",1,0,4.36,1440,"Math & Science",1,0,NA
12687,1,3,"M",0,1,3.41,1280,"Math & Science",0,0,NA
12688,6,6,"F",1,0,3.7,1150,"Math & Science",1,0,NA
12689,7,7,"F",0,1,3.75,1160,"Arts & Letters",0,0,NA
12690,4,5,"F",1,0,3.64,1250,"Math & Science",1,1,3.738
12691,4,3,"M",0,1,3.3,1300,"Arts & Letters",0,0,NA
12692,6,5,"M",1,0,3.42,1490,"Business & Economics",1,1,2.83
12693,4,5,"F",0,0,4,1280,"Math & Science",0,0,NA
12694,7,6,"F",1,0,4.36,1290,"Math & Science",1,0,NA
12695,3,5,"M",1,0,3.66,1100,"Business & Economics",0,0,NA
12696,7,7,"F",0,1,3.39,1290,"Math & Science",0,0,NA
12697,6,5,"F",0,1,3.68,1290,"Business & Economics",1,1,2.887
12698,4,1,"F",0,1,3.05,1050,"Arts & Letters",0,0,NA
12699,2,4,"F",0,1,3.95,1050,"Math & Science",1,0,NA
12700,3,2,"F",1,0,3.77,1150,"Math & Science",1,0,NA
12701,7,7,"F",1,0,3.17,940,"Arts & Letters",0,0,NA
12702,6,6,"F",1,0,4.21,1410,"Arts & Letters",1,0,NA
12703,4,3,"F",1,0,3.1,1140,"Arts & Letters",0,0,NA
12704,6,6,"F",0,0,4.05,1140,"Math & Science",0,0,NA
12705,4,4,"F",0,1,3.77,980,"Business & Economics",0,0,NA
12706,7,7,"F",0,1,3.97,1320,"Arts & Letters",1,0,NA
12707,5,6,"F",0,1,3.89,1270,"Math & Science",0,0,NA
12708,6,4,"M",1,0,4.29,1300,"Math & Science",1,0,NA
12709,4,4,"M",1,0,3.62,1430,"Business & Economics",1,0,NA
12710,6,7,"F",1,0,3.95,1100,"Math & Science",0,0,NA
12711,1,4,"M",0,0,3.5,850,"Math & Science",0,0,NA
12712,6,3,"F",1,0,3.1,1110,"Business & Economics",0,0,NA
12713,6,4,"M",1,0,3.23,1150,"Business & Economics",0,0,NA
12714,7,7,"M",1,0,3.68,1200,"Arts & Letters",0,0,NA
12715,1,2,"F",0,0,3.36,900,"Math & Science",0,0,NA
12716,4,6,"F",0,1,3.55,920,"Math & Science",0,0,NA
12717,5,5,"M",0,0,2.76,1120,"Arts & Letters",0,0,NA
12718,6,6,"F",0,0,3.71,1340,"Math & Science",1,0,NA
12719,2,2,"M",0,0,3.68,1090,"Math & Science",1,0,NA
12720,3,5,"F",0,0,3.5,1250,"Arts & Letters",0,0,NA
12721,7,7,"M",0,0,2.83,1520,"Math & Science",1,1,3.137
12722,7,7,"F",0,0,3.9,1200,"Business & Economics",0,0,NA
12723,6,5,"M",0,0,3.4,1230,"Arts & Letters",1,0,NA
12724,4,4,"M",0,0,2.67,900,"Math & Science",0,0,NA
12725,6,6,"M",1,0,3.92,1460,"Business & Economics",1,0,NA
12726,2,2,"F",0,1,4.24,1200,"Business & Economics",1,0,NA
12727,1,1,"F",0,0,3.91,920,"Math & Science",0,0,NA
12728,6,4,"M",1,0,3.95,1380,"Arts & Letters",1,0,NA
12729,6,6,"M",0,0,3.65,1190,"Math & Science",0,0,NA
12730,3,3,"F",0,0,3.88,1190,"Math & Science",1,0,NA
12731,6,6,"F",0,0,3.73,1140,"Arts & Letters",0,0,NA
12732,4,7,"M",1,0,4.21,1520,"Math & Science",1,1,3.888
12733,7,3,"M",0,1,3.62,1330,"Math & Science",1,0,NA
12734,5,5,"F",1,0,3.77,1070,"Business & Economics",0,0,NA
12735,1,5,"F",0,0,3.77,940,"Math & Science",0,0,NA
12736,7,7,"M",1,0,3.5,1240,"Arts & Letters",0,0,NA
12737,6,7,"F",1,0,3.83,1250,"Arts & Letters",0,0,NA
12738,1,1,"F",0,1,3.62,1080,"Arts & Letters",1,1,2.912
12739,6,7,"F",1,0,4.21,1050,"Math & Science",0,0,NA
12740,1,1,"F",0,1,3.07,1200,"Arts & Letters",1,0,NA
12741,4,3,"M",1,0,4.18,1320,"Business & Economics",1,0,NA
12742,7,7,"M",0,1,3.67,1380,"Business & Economics",0,0,NA
12743,4,5,"M",1,0,2.69,990,"Arts & Letters",0,0,NA
12744,3,3,"F",0,0,3,880,"Arts & Letters",0,0,NA
12745,6,7,"F",0,0,3.71,1240,"Arts & Letters",1,0,NA
12746,7,7,"M",1,0,3.65,1270,"Arts & Letters",0,0,NA
12747,7,6,"M",0,1,3.75,1480,"Math & Science",1,0,NA
12748,6,6,"M",0,0,3.78,1240,"Math & Science",0,0,NA
12749,6,6,"M",1,0,4.03,1400,"Math & Science",1,0,NA
12750,6,7,"F",1,0,4.32,1360,"Arts & Letters",1,0,NA
12751,7,6,"F",1,0,3.9,1490,"Arts & Letters",1,0,NA
12752,6,6,"F",0,1,3.82,1110,"Business & Economics",0,0,NA
12753,6,3,"M",0,1,3.61,1210,"Business & Economics",0,0,NA
12754,4,5,"F",0,0,4.33,1230,"Math & Science",1,0,NA
12755,1,4,"M",0,0,2.78,920,"Business & Economics",0,0,NA
12756,4,6,"F",1,0,4.17,950,"Math & Science",0,0,NA
12757,7,6,"M",1,0,3.71,1270,"Arts & Letters",1,1,3.925
12758,4,4,"M",0,0,3.8,1410,"Arts & Letters",0,0,NA
12759,6,7,"F",1,0,4,1460,"Arts & Letters",1,0,NA
12760,6,6,"F",0,0,3.83,1230,"Arts & Letters",1,0,NA
12761,7,6,"F",1,0,3.96,1340,"Arts & Letters",1,0,NA
12762,7,6,"F",0,0,3.46,1380,"Math & Science",1,0,NA
12763,6,6,"F",1,0,4.25,1510,"Math & Science",1,0,NA
12764,6,6,"M",1,0,3.83,1270,"Business & Economics",0,0,NA
12765,6,6,"M",1,0,3.57,1190,"Business & Economics",0,0,NA
12766,7,6,"M",1,0,4.06,1480,"Math & Science",1,0,NA
12767,4,7,"M",1,0,3.62,1450,"Math & Science",0,0,NA
12768,7,7,"M",0,1,3.95,1420,"Math & Science",1,0,NA
12769,6,4,"M",1,0,4,1260,"Business & Economics",1,0,NA
12770,7,5,"F",0,0,4.19,1550,"Business & Economics",1,0,NA
12771,7,6,"F",1,0,4.09,1260,"Arts & Letters",0,0,NA
12772,4,4,"F",1,0,3.19,1130,"Arts & Letters",0,0,NA
12773,3,6,"F",1,0,3.61,1120,"Math & Science",0,0,NA
12774,6,6,"M",0,0,3.92,1500,"Math & Science",1,0,NA
12775,7,7,"M",0,0,3.14,1110,"Arts & Letters",0,0,NA
12776,7,7,"M",0,1,3.46,1370,"Math & Science",0,0,NA
12777,7,5,"M",0,1,3.38,1400,"Math & Science",1,0,NA
12778,7,4,"F",0,0,4.08,1210,"Arts & Letters",1,0,NA
12779,7,6,"M",1,0,3.95,1460,"Business & Economics",1,0,NA
12780,7,6,"M",0,0,3.68,1190,"Business & Economics",0,0,NA
12781,4,7,"M",1,0,4.04,1150,"Arts & Letters",0,0,NA
12782,7,6,"F",1,0,3.83,1380,"Arts & Letters",1,1,3.138
12783,7,4,"M",0,0,4,1100,"Math & Science",0,0,NA
12784,6,5,"M",1,0,3.65,1410,"Math & Science",0,0,NA
12785,7,7,"M",0,0,3.71,1210,"Business & Economics",0,0,NA
12786,7,5,"M",0,1,3.25,1500,"Math & Science",1,0,NA
12787,4,4,"F",1,0,3.4,1210,"Arts & Letters",0,0,NA
12788,7,7,"F",1,0,3.33,1170,"Business & Economics",0,0,NA
12789,7,7,"F",1,0,4.32,1390,"Business & Economics",1,0,NA
12790,7,6,"M",1,0,4.25,1520,"Math & Science",1,0,NA
12791,2,4,"F",1,0,3.17,1030,"Business & Economics",0,0,NA
12792,7,6,"M",0,1,4.04,1270,"Math & Science",0,0,NA
12793,5,4,"M",1,0,3.65,1340,"Arts & Letters",0,0,NA
12794,6,3,"F",0,1,4.17,1320,"Arts & Letters",1,0,NA
12795,7,4,"M",1,0,3.95,1250,"Math & Science",0,0,NA
12796,6,6,"F",1,0,3.55,1390,"Arts & Letters",0,0,NA
12797,3,3,"M",0,0,2.71,830,"Math & Science",0,0,NA
12798,6,3,"M",1,0,4.2,1440,"Math & Science",1,0,NA
12799,7,4,"M",0,1,3.67,1360,"Math & Science",0,0,NA
12800,6,7,"M",1,0,3.37,1250,"Arts & Letters",1,0,NA
12801,6,7,"M",0,1,4.1,1490,"Math & Science",1,0,NA
12802,6,6,"F",0,0,3.16,1050,"Arts & Letters",0,0,NA
12803,7,7,"F",0,0,3.76,1260,"Math & Science",0,0,NA
12804,7,7,"M",1,0,3.67,1190,"Business & Economics",1,1,2.738
12805,6,5,"F",1,0,3.74,1470,"Arts & Letters",1,0,NA
12806,7,6,"F",1,0,4.36,1140,"Arts & Letters",0,0,NA
12807,3,3,"F",0,1,3.43,1400,"Math & Science",0,0,NA
12808,6,6,"M",0,1,3.04,1170,"Math & Science",0,0,NA
12809,6,6,"M",1,0,3.96,1310,"Math & Science",1,0,NA
